label,low_count,events,stocks,median_drawdown_pct,p25_drawdown_atr,median_drawdown_atr,p75_drawdown_atr,p90_drawdown_atr,median_atr_pct
假卖点,2,157158,2770,0.07745066124684044,0.33669008984970994,2.177856381031132,5.266880608234195,8.59903980592614,0.03486499714269452
假卖点,3,158057,2771,0.0720720237507208,0.31081051953752575,1.8744455577808685,4.926068341030841,8.271918951623068,0.03653694207239649
假卖点,4,135446,2771,0.08149407717819362,0.49805022085278583,2.108178367701277,5.113631363798271,8.421497507773385,0.03669665598577826
假卖点,5,100963,2771,0.0962410270121854,0.8471730593837545,2.4706598449767676,5.460332712610738,8.763213972040003,0.036927638376734705
假卖点,6,75955,2771,0.10803969973028571,1.0821748224560905,2.7867252789186128,5.671678714086855,8.996578118189557,0.03707007309090539
假卖点,7,58311,2771,0.11793678074577793,1.3300416420340928,3.0308611009678965,5.879053292716247,9.288392037722723,0.03664920215249324
假卖点,8,44092,2767,0.1258231603715333,1.5528567847769663,3.253014931232171,6.103411492564566,9.556768859886455,0.03634448162185581
假卖点,9,32725,2764,0.13372095405278553,1.7368392284189302,3.433937191756509,6.339997545726321,9.748652125065814,0.03621319281737867
真卖点,2,36299,2771,0.022962112916617722,-0.6069657924727474,0.5677682715885654,1.6212864405524692,4.645657505783594,0.04377997565445183
