quantile,strategy_return,buy_hold_return,excess_return,max_drawdown,completed_trades
0.05,-0.508444018265098,-0.5296352743104288,-1.4962190412184195,-0.7124426125485226,2.0
0.1,-0.3862883689730399,-0.40149820690978777,-0.8733738631610518,-0.6696540607061137,3.0
0.25,-0.16665758860020496,-0.1307828624208044,-0.297178865094315,-0.5975252301588738,4.0
0.5,0.1736072482763793,0.29376860925088577,-0.04273457252245716,-0.5103685356961479,6.0
0.75,0.7689674362768577,1.0223197362131833,0.13226365316016198,-0.42050779831389873,7.0
0.9,1.8803030331199166,2.3051787944082043,0.43030905694909555,-0.32596518817202413,8.0
0.95,3.1525069862874515,3.6034664510253225,0.796319499059457,-0.2686208741590822,8.0
