year,trades,win_rate,median_return,mean_return
2023,1157,0.27052722558340536,-0.0939463069757005,-0.08634766595765597
2024,310,0.5580645161290323,0.024995227463917913,0.09724207852155668
2025,2235,0.792841163310962,0.16483461456691706,0.32986228212880714
2026,4974,0.41797346200241253,-0.03259863116702394,-0.018015946896375427
