index_code,index_name,signal_date,fear_score,fear_pass,fear_available
H30217.CSI,医疗器械,2023-06-15,48.3601,False,True
H30217.CSI,医疗器械,2023-08-30,40.513,False,True
H30217.CSI,医疗器械,2023-12-29,72.0953,False,True
H30217.CSI,医疗器械,2024-02-07,56.6509,False,True
H30217.CSI,医疗器械,2024-04-23,54.0606,False,True
H30217.CSI,医疗器械,2024-07-15,41.2256,False,True
H30217.CSI,医疗器械,2024-08-30,59.7853,False,True
H30217.CSI,医疗器械,2024-09-25,56.3585,False,True
H30217.CSI,医疗器械,2025-01-15,41.0649,False,True
H30217.CSI,医疗器械,2025-12-18,40.263,False,True
H30217.CSI,医疗器械,2026-06-15,38.2078,True,True
931160.CSI,通信设备,2023-05-18,60.273,False,True
931160.CSI,通信设备,2023-08-30,55.82,False,True
931160.CSI,通信设备,2023-10-30,48.7988,False,True
931160.CSI,通信设备,2023-12-04,51.4434,False,True
931160.CSI,通信设备,2023-12-29,53.3243,False,True
931160.CSI,通信设备,2024-08-01,64.6063,False,True
931160.CSI,通信设备,2024-12-02,67.1965,False,True
931160.CSI,通信设备,2025-04-14,30.2449,True,True
931160.CSI,通信设备,2026-07-10,35.1392,True,True
H30202.CSI,全指软件,2023-08-31,45.934,False,True
H30202.CSI,全指软件,2023-09-25,39.4761,True,True
H30202.CSI,全指软件,2023-10-30,47.2406,False,True
H30202.CSI,全指软件,2023-12-04,52.2762,False,True
H30202.CSI,全指软件,2023-12-29,49.1081,False,True
H30202.CSI,全指软件,2024-01-26,34.0803,True,True
H30202.CSI,全指软件,2024-04-25,38.6561,True,True
H30202.CSI,全指软件,2024-09-02,56.2397,False,True
H30202.CSI,全指软件,2025-04-14,47.7086,False,True
H30202.CSI,全指软件,2025-06-04,46.4394,False,True
H30202.CSI,全指软件,2025-11-27,32.5695,True,True
H30202.CSI,全指软件,2026-02-11,34.5513,True,True
H30202.CSI,全指软件,2026-03-10,42.8161,False,True
H30202.CSI,全指软件,2026-04-09,28.2904,True,True
H30202.CSI,全指软件,2026-06-17,35.2258,True,True
H30202.CSI,全指软件,2026-08-28,62.6674,False,True
930651.CSI,中证计算机,2023-08-30,48.2811,False,True
930651.CSI,中证计算机,2023-09-25,41.3411,False,True
930651.CSI,中证计算机,2023-12-29,48.4488,False,True
930651.CSI,中证计算机,2024-01-26,32.7893,True,True
930651.CSI,中证计算机,2024-08-19,53.2763,False,True
930651.CSI,中证计算机,2025-04-14,46.3493,False,True
930651.CSI,中证计算机,2025-06-04,43.7921,False,True
930651.CSI,中证计算机,2025-06-25,59.6278,False,True
930651.CSI,中证计算机,2025-11-28,44.0962,False,True
930651.CSI,中证计算机,2026-02-11,41.7275,False,True
930651.CSI,中证计算机,2026-04-09,35.7318,True,True
930651.CSI,中证计算机,2026-06-16,39.8975,True,True
000949.CSI,中证农业,2023-06-12,20.8488,True,True
000949.CSI,中证农业,2023-08-28,40.006,False,True
000949.CSI,中证农业,2023-10-26,41.9115,False,True
000949.CSI,中证农业,2023-12-27,63.553,False,True
000949.CSI,中证农业,2024-07-02,49.2791,False,True
000949.CSI,中证农业,2024-08-30,54.5737,False,True
000949.CSI,中证农业,2024-09-25,51.1047,False,True
000949.CSI,中证农业,2025-01-15,41.8065,False,True
000949.CSI,中证农业,2025-11-28,59.4139,False,True
000949.CSI,中证农业,2026-06-15,44.6397,False,True
000949.CSI,中证农业,2026-07-02,31.3953,True,True
930707.CSI,畜牧养殖,2023-02-22,57.0588,False,True
930707.CSI,畜牧养殖,2023-06-09,18.2903,True,True
930707.CSI,畜牧养殖,2023-08-28,36.8305,True,True
930707.CSI,畜牧养殖,2023-10-26,37.6133,True,True
930707.CSI,畜牧养殖,2023-12-27,61.4695,False,True
930707.CSI,畜牧养殖,2024-07-02,50.2202,False,True
930707.CSI,畜牧养殖,2024-09-02,47.8538,False,True
930707.CSI,畜牧养殖,2024-09-25,48.1731,False,True
930707.CSI,畜牧养殖,2025-01-15,44.8733,False,True
930707.CSI,畜牧养殖,2025-11-28,51.632,False,True
930707.CSI,畜牧养殖,2026-06-15,46.1593,False,True
H30588.CSI,中证证保,2023-06-09,52.3028,False,True
H30588.CSI,中证证保,2023-12-12,44.7884,False,True
H30588.CSI,中证证保,2023-12-29,41.8196,False,True
H30588.CSI,中证证保,2024-06-17,52.8668,False,True
H30588.CSI,中证证保,2024-07-12,52.5675,False,True
H30588.CSI,中证证保,2025-01-15,39.7892,True,True
H30588.CSI,中证证保,2025-04-14,39.1596,True,True
H30588.CSI,中证证保,2025-09-12,48.6946,False,True
H30588.CSI,中证证保,2025-11-28,42.8275,False,True
H30588.CSI,中证证保,2026-01-30,47.2997,False,True
H30588.CSI,中证证保,2026-03-11,42.8816,False,True
H30588.CSI,中证证保,2026-04-09,24.8239,True,True
H30588.CSI,中证证保,2026-06-15,55.0534,False,True
H30588.CSI,中证证保,2026-08-25,63.6864,False,True
931151.CSI,光伏产业,2023-06-13,32.8637,True,True
931151.CSI,光伏产业,2023-07-31,55.2106,False,True
931151.CSI,光伏产业,2023-08-30,46.111,False,True
931151.CSI,光伏产业,2023-09-27,48.8767,False,True
931151.CSI,光伏产业,2023-10-30,46.7432,False,True
931151.CSI,光伏产业,2023-12-22,47.8337,False,True
931151.CSI,光伏产业,2024-02-07,43.4604,False,True
931151.CSI,光伏产业,2024-04-02,76.8776,False,True
931151.CSI,光伏产业,2024-07-12,49.6537,False,True
931151.CSI,光伏产业,2024-12-25,54.2985,False,True
931151.CSI,光伏产业,2025-04-14,34.1867,True,True
931151.CSI,光伏产业,2025-11-28,59.4968,False,True
931151.CSI,光伏产业,2026-04-10,51.7404,False,True
931151.CSI,光伏产业,2026-06-15,40.186,False,True
931151.CSI,光伏产业,2026-07-24,39.6504,True,True
930598.CSI,稀土产业,2023-03-23,56.6125,False,True
930598.CSI,稀土产业,2023-06-05,39.8202,True,True
930598.CSI,稀土产业,2023-08-30,38.8199,True,True
930598.CSI,稀土产业,2023-10-11,53.8026,False,True
930598.CSI,稀土产业,2023-12-25,49.6858,False,True
930598.CSI,稀土产业,2024-06-17,60.3731,False,True
930598.CSI,稀土产业,2024-08-29,69.391,False,True
930598.CSI,稀土产业,2025-04-14,37.9457,True,True
930598.CSI,稀土产业,2025-06-04,55.9283,False,True
930598.CSI,稀土产业,2025-11-28,51.5624,False,True
930598.CSI,稀土产业,2026-03-30,47.3245,False,True
930598.CSI,稀土产业,2026-07-24,41.2521,False,True
930901.CSI,动漫游戏,2023-08-02,51.0948,False,True
930901.CSI,动漫游戏,2023-09-25,41.8946,False,True
930901.CSI,动漫游戏,2023-10-30,55.7607,False,True
930901.CSI,动漫游戏,2024-01-02,45.2094,False,True
930901.CSI,动漫游戏,2024-04-25,39.5545,True,True
930901.CSI,动漫游戏,2024-06-13,47.3445,False,True
930901.CSI,动漫游戏,2025-01-15,56.254,False,True
930901.CSI,动漫游戏,2025-04-14,44.9933,False,True
930901.CSI,动漫游戏,2025-10-23,32.9854,True,True
930901.CSI,动漫游戏,2025-11-26,40.3757,False,True
930901.CSI,动漫游戏,2026-02-09,42.4654,False,True
930901.CSI,动漫游戏,2026-03-10,28.5219,True,True
930901.CSI,动漫游戏,2026-03-30,39.4431,True,True
930901.CSI,动漫游戏,2026-06-25,43.8649,False,True
930851.CSI,云计算,2023-08-31,46.4969,False,True
930851.CSI,云计算,2023-09-25,46.2803,False,True
930851.CSI,云计算,2023-10-30,47.4455,False,True
930851.CSI,云计算,2023-12-29,49.2518,False,True
930851.CSI,云计算,2024-01-26,37.4336,True,True
930851.CSI,云计算,2024-08-19,56.2358,False,True
930851.CSI,云计算,2025-04-14,43.6924,False,True
930851.CSI,云计算,2025-06-04,46.6736,False,True
930851.CSI,云计算,2026-06-17,40.3561,False,True
931230.CSI,汽车零部件,2023-12-29,62.2865,False,True
931230.CSI,汽车零部件,2024-04-19,58.7136,False,True
931230.CSI,汽车零部件,2024-05-31,58.3543,False,True
931230.CSI,汽车零部件,2024-07-10,39.7866,True,True
931230.CSI,汽车零部件,2024-07-31,46.8795,False,True
931230.CSI,汽车零部件,2024-08-29,57.3157,False,True
931230.CSI,汽车零部件,2025-04-14,34.92,True,True
931230.CSI,汽车零部件,2025-06-25,58.8175,False,True
931230.CSI,汽车零部件,2025-11-27,47.0123,False,True
931230.CSI,汽车零部件,2026-03-30,37.0509,True,True
931230.CSI,汽车零部件,2026-07-31,40.4583,False,True
