key,buy_high_min,buy_high_max,sector_high_min,sector_high_max,volume_z_min,fear_lookback,fear_threshold,volume_lookback,low_count_min,arm_window,exit_atr,max_positions,sectors,in_signals,in_median,in_mdd,in_calmar,out_median,out_mdd,out_calmar,win_pct
h14_z0.5_f5_p10,1,4,2,2,0.5,5,40.0,20,9,0,2.0,10,default54,796,-5.14,-35.88,-0.058,-4.23,-11.99,-0.296,49.5
h14_z1.0_f1_p5,1,4,2,2,1.0,1,40.0,20,9,0,2.0,5,default54,129,31.44,-22.61,0.513,-12.63,-21.07,-0.507,53.49
h14_z1.0_f1_p8,1,4,2,2,1.0,1,40.0,20,9,0,2.0,8,default54,129,23.79,-27.8,0.322,-15.85,-24.27,-0.553,53.49
h14_z1.0_f1_p10,1,4,2,2,1.0,1,40.0,20,9,0,2.0,10,default54,129,18.69,-29.82,0.239,-15.31,-23.47,-0.553,53.49
h14_z1.0_f3_p5,1,4,2,2,1.0,3,40.0,20,9,0,2.0,5,default54,517,-12.16,-45.68,-0.111,-13.69,-25.77,-0.449,49.13
h14_z1.0_f3_p8,1,4,2,2,1.0,3,40.0,20,9,0,2.0,8,default54,517,0.96,-33.33,0.012,-10.11,-24.25,-0.351,49.13
h14_z1.0_f3_p10,1,4,2,2,1.0,3,40.0,20,9,0,2.0,10,default54,517,0.69,-32.05,0.009,-11.25,-23.89,-0.398,49.13
h14_z1.0_f5_p5,1,4,2,2,1.0,5,40.0,20,9,0,2.0,5,default54,688,-18.87,-45.48,-0.177,-3.91,-20.78,-0.158,46.8
h14_z1.0_f5_p8,1,4,2,2,1.0,5,40.0,20,9,0,2.0,8,default54,688,-3.69,-34.91,-0.043,-10.15,-26.68,-0.321,46.8
h14_z1.0_f5_p10,1,4,2,2,1.0,5,40.0,20,9,0,2.0,10,default54,688,0.09,-34.26,0.001,-13.91,-26.72,-0.44,46.8
h14_z1.5_f1_p5,1,4,2,2,1.5,1,40.0,20,9,0,2.0,5,default54,99,18.7,-24.86,0.286,-6.96,-27.19,-0.215,52.53
h14_z1.5_f1_p8,1,4,2,2,1.5,1,40.0,20,9,0,2.0,8,default54,99,5.04,-28.45,0.07,-14.34,-26.79,-0.453,52.53
h14_z1.5_f1_p10,1,4,2,2,1.5,1,40.0,20,9,0,2.0,10,default54,99,5.56,-29.67,0.074,-19.17,-27.73,-0.588,52.53
h14_z1.5_f3_p5,1,4,2,2,1.5,3,40.0,20,9,0,2.0,5,default54,426,1.3,-36.74,0.014,-11.39,-26.83,-0.358,51.64
h14_z1.5_f3_p8,1,4,2,2,1.5,3,40.0,20,9,0,2.0,8,default54,426,1.29,-34.13,0.015,-10.09,-29.31,-0.29,51.64
h14_z1.5_f3_p10,1,4,2,2,1.5,3,40.0,20,9,0,2.0,10,default54,426,3.33,-32.68,0.04,-10.37,-29.95,-0.292,51.64
h14_z1.5_f5_p5,1,4,2,2,1.5,5,40.0,20,9,0,2.0,5,default54,563,4.68,-38.36,0.048,-9.66,-28.92,-0.282,48.49
h14_z1.5_f5_p8,1,4,2,2,1.5,5,40.0,20,9,0,2.0,8,default54,563,17.48,-33.17,0.201,-11.75,-31.21,-0.318,48.49
h14_z1.5_f5_p10,1,4,2,2,1.5,5,40.0,20,9,0,2.0,10,default54,563,16.19,-35.44,0.175,-14.18,-28.15,-0.426,48.49
h23_zoff_f1_p5,2,3,2,2,,1,40.0,20,9,0,2.0,5,default54,904,55.07,-23.26,0.828,-12.78,-23.99,-0.45,62.17
h23_zoff_f1_p8,2,3,2,2,,1,40.0,20,9,0,2.0,8,default54,904,38.91,-22.1,0.638,-20.71,-29.22,-0.603,62.17
h23_zoff_f1_p10,2,3,2,2,,1,40.0,20,9,0,2.0,10,default54,904,31.91,-22.37,0.526,-20.28,-29.21,-0.591,62.17
h23_zoff_f3_p5,2,3,2,2,,3,40.0,20,9,0,2.0,5,default54,2417,14.6,-43.91,0.128,-14.21,-20.95,-0.574,53.79
h23_zoff_f3_p8,2,3,2,2,,3,40.0,20,9,0,2.0,8,default54,2417,16.95,-41.97,0.155,-12.28,-19.19,-0.54,53.79
h23_zoff_f3_p10,2,3,2,2,,3,40.0,20,9,0,2.0,10,default54,2417,16.08,-40.89,0.151,-13.84,-20.32,-0.576,53.79
h23_zoff_f5_p5,2,3,2,2,,5,40.0,20,9,0,2.0,5,default54,3060,6.98,-46.61,0.059,-17.74,-21.81,-0.691,51.44
h23_zoff_f5_p8,2,3,2,2,,5,40.0,20,9,0,2.0,8,default54,3060,7.67,-44.66,0.067,-14.61,-20.46,-0.605,51.44
h23_zoff_f5_p10,2,3,2,2,,5,40.0,20,9,0,2.0,10,default54,3060,4.1,-42.58,0.038,-12.95,-20.31,-0.539,51.44
h23_z0.0_f1_p5,2,3,2,2,0.0,1,40.0,20,9,0,2.0,5,default54,407,60.31,-21.45,0.972,-12.07,-25.71,-0.396,57.25
h23_z0.0_f1_p8,2,3,2,2,0.0,1,40.0,20,9,0,2.0,8,default54,407,43.53,-21.27,0.734,-20.11,-29.88,-0.573,57.25
h23_z0.0_f1_p10,2,3,2,2,0.0,1,40.0,20,9,0,2.0,10,default54,407,31.09,-20.51,0.56,-18.81,-30.53,-0.524,57.25
h23_z0.0_f3_p5,2,3,2,2,0.0,3,40.0,20,9,0,2.0,5,default54,1328,38.86,-32.51,0.433,-16.34,-21.42,-0.647,49.7
h23_z0.0_f3_p8,2,3,2,2,0.0,3,40.0,20,9,0,2.0,8,default54,1328,54.64,-19.94,0.959,-19.24,-21.31,-0.768,49.7
h23_z0.0_f3_p10,2,3,2,2,0.0,3,40.0,20,9,0,2.0,10,default54,1328,46.9,-20.22,0.825,-15.18,-18.56,-0.693,49.7
h23_z0.0_f5_p5,2,3,2,2,0.0,5,40.0,20,9,0,2.0,5,default54,1757,33.97,-33.41,0.373,-19.33,-28.12,-0.584,47.47
h23_z0.0_f5_p8,2,3,2,2,0.0,5,40.0,20,9,0,2.0,8,default54,1757,43.58,-22.38,0.698,-22.42,-24.37,-0.784,47.47
h23_z0.0_f5_p10,2,3,2,2,0.0,5,40.0,20,9,0,2.0,10,default54,1757,42.98,-21.35,0.723,-12.15,-20.48,-0.501,47.47
h23_z0.5_f1_p5,2,3,2,2,0.5,1,40.0,20,9,0,2.0,5,default54,270,60.3,-23.59,0.884,-22.31,-28.54,-0.667,54.07
h23_z0.5_f1_p8,2,3,2,2,0.5,1,40.0,20,9,0,2.0,8,default54,270,39.52,-22.48,0.636,-17.31,-23.55,-0.624,54.07
h23_z0.5_f1_p10,2,3,2,2,0.5,1,40.0,20,9,0,2.0,10,default54,270,30.86,-22.64,0.503,-16.4,-20.72,-0.671,54.07
h23_z0.5_f3_p5,2,3,2,2,0.5,3,40.0,20,9,0,2.0,5,default54,960,27.42,-22.68,0.45,-19.43,-27.33,-0.604,47.81
h23_z0.5_f3_p8,2,3,2,2,0.5,3,40.0,20,9,0,2.0,8,default54,960,32.96,-19.52,0.62,-16.95,-23.5,-0.612,47.81
h23_z0.5_f3_p10,2,3,2,2,0.5,3,40.0,20,9,0,2.0,10,default54,960,33.63,-19.14,0.645,-19.38,-25.49,-0.647,47.81
h23_z0.5_f5_p5,2,3,2,2,0.5,5,40.0,20,9,0,2.0,5,default54,1307,27.67,-21.61,0.477,-20.99,-26.01,-0.687,45.6
h23_z0.5_f5_p8,2,3,2,2,0.5,5,40.0,20,9,0,2.0,8,default54,1307,35.37,-19.1,0.677,-1.81,-15.6,-0.097,45.6
h23_z0.5_f5_p10,2,3,2,2,0.5,5,40.0,20,9,0,2.0,10,default54,1307,24.76,-18.3,0.508,-5.6,-16.21,-0.29,45.6
h23_z1.0_f1_p5,2,3,2,2,1.0,1,40.0,20,9,0,2.0,5,default54,175,52.65,-21.52,0.86,-13.64,-19.02,-0.606,50.86
h23_z1.0_f1_p8,2,3,2,2,1.0,1,40.0,20,9,0,2.0,8,default54,175,29.32,-21.52,0.505,-14.84,-21.94,-0.573,50.86
h23_z1.0_f1_p10,2,3,2,2,1.0,1,40.0,20,9,0,2.0,10,default54,175,21.48,-22.1,0.368,-14.91,-21.63,-0.584,50.86
h23_z1.0_f3_p5,2,3,2,2,1.0,3,40.0,20,9,0,2.0,5,default54,669,47.9,-20.76,0.819,-12.31,-24.75,-0.42,46.64
h23_z1.0_f3_p8,2,3,2,2,1.0,3,40.0,20,9,0,2.0,8,default54,669,38.77,-19.96,0.704,-4.61,-20.76,-0.187,46.64
h23_z1.0_f3_p10,2,3,2,2,1.0,3,40.0,20,9,0,2.0,10,default54,669,30.42,-19.37,0.581,-1.95,-19.07,-0.086,46.64
h23_z1.0_f5_p5,2,3,2,2,1.0,5,40.0,20,9,0,2.0,5,default54,914,35.44,-20.4,0.635,-29.12,-38.43,-0.65,44.2
h23_z1.0_f5_p8,2,3,2,2,1.0,5,40.0,20,9,0,2.0,8,default54,914,39.39,-17.51,0.814,-12.62,-23.0,-0.463,44.2
h23_z1.0_f5_p10,2,3,2,2,1.0,5,40.0,20,9,0,2.0,10,default54,914,31.2,-17.69,0.651,-9.54,-19.79,-0.406,44.2
h23_z1.5_f1_p5,2,3,2,2,1.5,1,40.0,20,9,0,2.0,5,default54,120,23.27,-22.35,0.392,-24.75,-30.71,-0.689,48.33
h23_z1.5_f1_p8,2,3,2,2,1.5,1,40.0,20,9,0,2.0,8,default54,120,10.6,-25.31,0.163,-22.71,-29.58,-0.655,48.33
h23_z1.5_f1_p10,2,3,2,2,1.5,1,40.0,20,9,0,2.0,10,default54,120,7.33,-27.62,0.104,-19.3,-23.31,-0.704,48.33
h23_z1.5_f3_p5,2,3,2,2,1.5,3,40.0,20,9,0,2.0,5,default54,461,15.27,-23.11,0.254,-15.24,-24.16,-0.534,48.81
h23_z1.5_f3_p8,2,3,2,2,1.5,3,40.0,20,9,0,2.0,8,default54,461,8.7,-21.15,0.161,-12.01,-23.63,-0.429,48.81
h23_z1.5_f3_p10,2,3,2,2,1.5,3,40.0,20,9,0,2.0,10,default54,461,9.34,-21.25,0.172,-11.94,-21.29,-0.473,48.81
h23_z1.5_f5_p5,2,3,2,2,1.5,5,40.0,20,9,0,2.0,5,default54,618,27.82,-18.59,0.557,-26.59,-31.5,-0.723,46.28
h23_z1.5_f5_p8,2,3,2,2,1.5,5,40.0,20,9,0,2.0,8,default54,618,17.15,-22.14,0.296,-20.81,-24.16,-0.733,46.28
h23_z1.5_f5_p10,2,3,2,2,1.5,5,40.0,20,9,0,2.0,10,default54,618,16.17,-24.92,0.249,-18.93,-24.44,-0.658,46.28
h24_zoff_f1_p5,2,4,2,2,,1,40.0,20,9,0,2.0,5,default54,904,55.07,-23.26,0.828,-12.78,-23.99,-0.45,62.17
h24_zoff_f1_p8,2,4,2,2,,1,40.0,20,9,0,2.0,8,default54,904,38.91,-22.1,0.638,-20.71,-29.22,-0.603,62.17
h24_zoff_f1_p10,2,4,2,2,,1,40.0,20,9,0,2.0,10,default54,904,31.91,-22.37,0.526,-20.28,-29.21,-0.591,62.17
h24_zoff_f3_p5,2,4,2,2,,3,40.0,20,9,0,2.0,5,default54,2417,14.6,-43.91,0.128,-14.21,-20.95,-0.574,53.79
h24_zoff_f3_p8,2,4,2,2,,3,40.0,20,9,0,2.0,8,default54,2417,16.95,-41.97,0.155,-12.28,-19.19,-0.54,53.79
h24_zoff_f3_p10,2,4,2,2,,3,40.0,20,9,0,2.0,10,default54,2417,16.08,-40.89,0.151,-13.84,-20.32,-0.576,53.79
h24_zoff_f5_p5,2,4,2,2,,5,40.0,20,9,0,2.0,5,default54,3060,6.98,-46.61,0.059,-17.74,-21.81,-0.691,51.44
h24_zoff_f5_p8,2,4,2,2,,5,40.0,20,9,0,2.0,8,default54,3060,7.67,-44.66,0.067,-14.61,-20.46,-0.605,51.44
h24_zoff_f5_p10,2,4,2,2,,5,40.0,20,9,0,2.0,10,default54,3060,4.1,-42.58,0.038,-12.95,-20.31,-0.539,51.44
h24_z0.0_f1_p5,2,4,2,2,0.0,1,40.0,20,9,0,2.0,5,default54,415,55.49,-22.15,0.875,-1.9,-20.24,-0.078,57.11
h24_z0.0_f1_p8,2,4,2,2,0.0,1,40.0,20,9,0,2.0,8,default54,415,40.88,-22.2,0.665,-13.31,-26.32,-0.428,57.11
h24_z0.0_f1_p10,2,4,2,2,0.0,1,40.0,20,9,0,2.0,10,default54,415,30.23,-22.0,0.508,-17.09,-28.04,-0.517,57.11
h24_z0.0_f3_p5,2,4,2,2,0.0,3,40.0,20,9,0,2.0,5,default54,1380,20.14,-38.09,0.201,-16.02,-24.56,-0.553,49.93
h24_z0.0_f3_p8,2,4,2,2,0.0,3,40.0,20,9,0,2.0,8,default54,1380,44.81,-26.55,0.603,-17.54,-23.68,-0.629,49.93
h24_z0.0_f3_p10,2,4,2,2,0.0,3,40.0,20,9,0,2.0,10,default54,1380,49.22,-20.04,0.869,-15.86,-21.94,-0.612,49.93
h24_z0.0_f5_p5,2,4,2,2,0.0,5,40.0,20,9,0,2.0,5,default54,1823,21.92,-42.46,0.195,-15.26,-22.07,-0.586,47.83
h24_z0.0_f5_p8,2,4,2,2,0.0,5,40.0,20,9,0,2.0,8,default54,1823,38.08,-27.23,0.508,-16.39,-22.17,-0.627,47.83
h24_z0.0_f5_p10,2,4,2,2,0.0,5,40.0,20,9,0,2.0,10,default54,1823,43.98,-21.98,0.717,-10.45,-16.48,-0.535,47.83
h24_z0.5_f1_p5,2,4,2,2,0.5,1,40.0,20,9,0,2.0,5,default54,282,55.66,-23.09,0.842,-13.11,-25.04,-0.443,53.19
h24_z0.5_f1_p8,2,4,2,2,0.5,1,40.0,20,9,0,2.0,8,default54,282,37.92,-23.24,0.593,-15.45,-23.47,-0.557,53.19
h24_z0.5_f1_p10,2,4,2,2,0.5,1,40.0,20,9,0,2.0,10,default54,282,29.91,-23.58,0.47,-13.18,-19.9,-0.56,53.19
h24_z0.5_f3_p5,2,4,2,2,0.5,3,40.0,20,9,0,2.0,5,default54,1031,22.35,-24.48,0.344,-17.52,-22.01,-0.676,47.43
h24_z0.5_f3_p8,2,4,2,2,0.5,3,40.0,20,9,0,2.0,8,default54,1031,36.52,-18.99,0.701,-7.83,-12.94,-0.509,47.43
h24_z0.5_f3_p10,2,4,2,2,0.5,3,40.0,20,9,0,2.0,10,default54,1031,30.44,-18.7,0.602,-9.85,-12.44,-0.667,47.43
h24_z0.5_f5_p5,2,4,2,2,0.5,5,40.0,20,9,0,2.0,5,default54,1398,29.21,-25.2,0.43,-15.34,-22.12,-0.587,45.64
h24_z0.5_f5_p8,2,4,2,2,0.5,5,40.0,20,9,0,2.0,8,default54,1398,39.83,-18.95,0.76,0.66,-14.5,0.038,45.64
h24_z0.5_f5_p10,2,4,2,2,0.5,5,40.0,20,9,0,2.0,10,default54,1398,32.74,-19.85,0.607,-1.41,-13.99,-0.084,45.64
h24_z1.0_f1_p5,2,4,2,2,1.0,1,40.0,20,9,0,2.0,5,default54,186,49.06,-21.61,0.804,-9.68,-20.85,-0.392,50.0
h24_z1.0_f1_p8,2,4,2,2,1.0,1,40.0,20,9,0,2.0,8,default54,186,30.22,-21.4,0.522,-10.16,-17.93,-0.478,50.0
h24_z1.0_f1_p10,2,4,2,2,1.0,1,40.0,20,9,0,2.0,10,default54,186,22.55,-22.62,0.376,-11.93,-19.85,-0.508,50.0
h24_z1.0_f3_p5,2,4,2,2,1.0,3,40.0,20,9,0,2.0,5,default54,748,36.37,-21.9,0.605,-11.85,-21.73,-0.461,46.66
h24_z1.0_f3_p8,2,4,2,2,1.0,3,40.0,20,9,0,2.0,8,default54,748,42.2,-16.91,0.897,-4.84,-16.66,-0.244,46.66
h24_z1.0_f3_p10,2,4,2,2,1.0,3,40.0,20,9,0,2.0,10,default54,748,35.91,-16.53,0.793,-0.66,-15.1,-0.036,46.66
h24_z1.0_f5_p5,2,4,2,2,1.0,5,40.0,20,9,0,2.0,5,default54,1011,29.22,-22.3,0.486,-17.48,-32.35,-0.459,44.31
h24_z1.0_f5_p8,2,4,2,2,1.0,5,40.0,20,9,0,2.0,8,default54,1011,43.84,-18.32,0.857,-12.89,-21.87,-0.498,44.31
h24_z1.0_f5_p10,2,4,2,2,1.0,5,40.0,20,9,0,2.0,10,default54,1011,37.33,-18.95,0.717,-10.11,-18.73,-0.455,44.31
h24_z1.5_f1_p5,2,4,2,2,1.5,1,40.0,20,9,0,2.0,5,default54,131,19.2,-23.87,0.306,-15.67,-25.61,-0.518,47.33
h24_z1.5_f1_p8,2,4,2,2,1.5,1,40.0,20,9,0,2.0,8,default54,131,8.6,-25.47,0.132,-14.99,-25.49,-0.498,47.33
h24_z1.5_f1_p10,2,4,2,2,1.5,1,40.0,20,9,0,2.0,10,default54,131,5.49,-28.34,0.077,-15.93,-25.29,-0.534,47.33
h24_z1.5_f3_p5,2,4,2,2,1.5,3,40.0,20,9,0,2.0,5,default54,542,23.09,-23.55,0.369,-16.83,-27.52,-0.519,47.6
h24_z1.5_f3_p8,2,4,2,2,1.5,3,40.0,20,9,0,2.0,8,default54,542,23.88,-19.24,0.467,-13.66,-24.36,-0.474,47.6
h24_z1.5_f3_p10,2,4,2,2,1.5,3,40.0,20,9,0,2.0,10,default54,542,18.45,-19.72,0.357,-10.99,-23.99,-0.386,47.6
h24_z1.5_f5_p5,2,4,2,2,1.5,5,40.0,20,9,0,2.0,5,default54,719,37.27,-23.97,0.565,-14.87,-28.95,-0.435,45.48
h24_z1.5_f5_p8,2,4,2,2,1.5,5,40.0,20,9,0,2.0,8,default54,719,34.83,-18.94,0.673,-17.47,-28.31,-0.524,45.48
h24_z1.5_f5_p10,2,4,2,2,1.5,5,40.0,20,9,0,2.0,10,default54,719,24.34,-21.41,0.427,-16.25,-25.99,-0.53,45.48
h34_zoff_f1_p5,3,4,2,2,,1,40.0,20,9,0,2.0,5,default54,166,27.72,-19.25,0.536,-22.62,-39.21,-0.492,52.41
h34_zoff_f1_p8,3,4,2,2,,1,40.0,20,9,0,2.0,8,default54,166,12.76,-22.68,0.218,-21.95,-33.03,-0.566,52.41
h34_zoff_f1_p10,3,4,2,2,,1,40.0,20,9,0,2.0,10,default54,166,6.22,-25.24,0.097,-21.26,-30.66,-0.591,52.41
h34_zoff_f3_p5,3,4,2,2,,3,40.0,20,9,0,2.0,5,default54,661,0.72,-33.57,0.009,-20.15,-37.48,-0.458,48.56
h34_zoff_f3_p8,3,4,2,2,,3,40.0,20,9,0,2.0,8,default54,661,15.77,-23.42,0.259,-17.49,-30.62,-0.485,48.56
h34_zoff_f3_p10,3,4,2,2,,3,40.0,20,9,0,2.0,10,default54,661,14.14,-21.39,0.255,-16.02,-30.54,-0.445,48.56
h34_zoff_f5_p5,3,4,2,2,,5,40.0,20,9,0,2.0,5,default54,818,-4.28,-38.2,-0.046,-19.92,-38.99,-0.435,48.41
h34_zoff_f5_p8,3,4,2,2,,5,40.0,20,9,0,2.0,8,default54,818,6.87,-26.22,0.103,-9.45,-23.85,-0.334,48.41
h34_zoff_f5_p10,3,4,2,2,,5,40.0,20,9,0,2.0,10,default54,818,3.26,-27.18,0.048,-1.87,-20.82,-0.075,48.41
h34_z0.0_f1_p5,3,4,2,2,0.0,1,40.0,20,9,0,2.0,5,default54,92,25.2,-21.19,0.445,-6.97,-24.54,-0.239,42.39
h34_z0.0_f1_p8,3,4,2,2,0.0,1,40.0,20,9,0,2.0,8,default54,92,15.45,-26.69,0.222,-8.74,-18.79,-0.392,42.39
h34_z0.0_f1_p10,3,4,2,2,0.0,1,40.0,20,9,0,2.0,10,default54,92,10.72,-27.84,0.15,13.32,-15.18,0.726,42.39
h34_z0.0_f3_p5,3,4,2,2,0.0,3,40.0,20,9,0,2.0,5,default54,421,48.33,-22.08,0.776,1.69,-19.77,0.071,48.93
h34_z0.0_f3_p8,3,4,2,2,0.0,3,40.0,20,9,0,2.0,8,default54,421,30.69,-20.35,0.557,-3.92,-19.36,-0.17,48.93
h34_z0.0_f3_p10,3,4,2,2,0.0,3,40.0,20,9,0,2.0,10,default54,421,26.7,-22.53,0.442,-7.48,-20.24,-0.311,48.93
h34_z0.0_f5_p5,3,4,2,2,0.0,5,40.0,20,9,0,2.0,5,default54,544,15.34,-24.15,0.244,-1.65,-14.91,-0.093,47.61
h34_z0.0_f5_p8,3,4,2,2,0.0,5,40.0,20,9,0,2.0,8,default54,544,12.16,-24.19,0.195,-0.25,-14.9,-0.014,47.61
h34_z0.0_f5_p10,3,4,2,2,0.0,5,40.0,20,9,0,2.0,10,default54,544,14.16,-24.18,0.226,-1.95,-12.3,-0.133,47.61
h34_z0.5_f1_p5,3,4,2,2,0.5,1,40.0,20,9,0,2.0,5,default54,73,30.85,-21.82,0.522,-5.48,-16.15,-0.285,45.21
h34_z0.5_f1_p8,3,4,2,2,0.5,1,40.0,20,9,0,2.0,8,default54,73,15.68,-21.6,0.279,-10.54,-16.8,-0.529,45.21
h34_z0.5_f1_p10,3,4,2,2,0.5,1,40.0,20,9,0,2.0,10,default54,73,9.64,-23.67,0.159,-9.1,-16.31,-0.47,45.21
h34_z0.5_f3_p5,3,4,2,2,0.5,3,40.0,20,9,0,2.0,5,default54,346,28.29,-19.21,0.548,-11.69,-21.41,-0.461,50.58
h34_z0.5_f3_p8,3,4,2,2,0.5,3,40.0,20,9,0,2.0,8,default54,346,23.28,-20.74,0.422,-13.76,-22.36,-0.521,50.58
h34_z0.5_f3_p10,3,4,2,2,0.5,3,40.0,20,9,0,2.0,10,default54,346,25.58,-22.1,0.433,-15.43,-21.65,-0.604,50.58
h34_z0.5_f5_p5,3,4,2,2,0.5,5,40.0,20,9,0,2.0,5,default54,448,23.71,-21.54,0.414,12.71,-16.42,0.641,48.44
h34_z0.5_f5_p8,3,4,2,2,0.5,5,40.0,20,9,0,2.0,8,default54,448,21.61,-21.16,0.386,5.9,-13.34,0.368,48.44
h34_z0.5_f5_p10,3,4,2,2,0.5,5,40.0,20,9,0,2.0,10,default54,448,18.43,-22.65,0.31,0.19,-16.22,0.01,48.44
h34_z1.0_f1_p5,3,4,2,2,1.0,1,40.0,20,9,0,2.0,5,default54,51,26.98,-21.59,0.466,-7.21,-15.19,-0.399,47.06
h34_z1.0_f1_p8,3,4,2,2,1.0,1,40.0,20,9,0,2.0,8,default54,51,17.87,-26.03,0.262,-9.76,-16.21,-0.507,47.06
h34_z1.0_f1_p10,3,4,2,2,1.0,1,40.0,20,9,0,2.0,10,default54,51,11.71,-26.23,0.173,-12.06,-19.47,-0.523,47.06
h34_z1.0_f3_p5,3,4,2,2,1.0,3,40.0,20,9,0,2.0,5,default54,259,33.88,-25.39,0.489,-14.5,-25.75,-0.477,49.03
h34_z1.0_f3_p8,3,4,2,2,1.0,3,40.0,20,9,0,2.0,8,default54,259,27.69,-27.48,0.375,-13.39,-21.83,-0.519,49.03
h34_z1.0_f3_p10,3,4,2,2,1.0,3,40.0,20,9,0,2.0,10,default54,259,24.92,-27.85,0.335,-14.65,-22.33,-0.555,49.03
h34_z1.0_f5_p5,3,4,2,2,1.0,5,40.0,20,9,0,2.0,5,default54,329,14.45,-26.36,0.211,19.92,-16.44,0.997,46.5
h34_z1.0_f5_p8,3,4,2,2,1.0,5,40.0,20,9,0,2.0,8,default54,329,20.59,-30.02,0.26,8.33,-14.83,0.466,46.5
h34_z1.0_f5_p10,3,4,2,2,1.0,5,40.0,20,9,0,2.0,10,default54,329,19.34,-30.17,0.244,4.24,-14.84,0.238,46.5
h34_z1.5_f1_p5,3,4,2,2,1.5,1,40.0,20,9,0,2.0,5,default54,38,29.86,-29.18,0.379,-8.34,-18.7,-0.375,52.63
h34_z1.5_f1_p8,3,4,2,2,1.5,1,40.0,20,9,0,2.0,8,default54,38,8.91,-33.49,0.104,-10.02,-17.95,-0.471,52.63
h34_z1.5_f1_p10,3,4,2,2,1.5,1,40.0,20,9,0,2.0,10,default54,38,4.3,-31.67,0.054,-6.82,-12.97,-0.442,52.63
h34_z1.5_f3_p5,3,4,2,2,1.5,3,40.0,20,9,0,2.0,5,default54,198,26.92,-24.94,0.403,-4.4,-20.47,-0.18,51.01
h34_z1.5_f3_p8,3,4,2,2,1.5,3,40.0,20,9,0,2.0,8,default54,198,29.91,-27.35,0.405,-6.08,-21.52,-0.237,51.01
h34_z1.5_f3_p10,3,4,2,2,1.5,3,40.0,20,9,0,2.0,10,default54,198,27.48,-26.74,0.383,-5.59,-21.97,-0.214,51.01
h34_z1.5_f5_p5,3,4,2,2,1.5,5,40.0,20,9,0,2.0,5,default54,252,18.25,-29.19,0.238,24.52,-19.45,1.034,47.62
h34_z1.5_f5_p8,3,4,2,2,1.5,5,40.0,20,9,0,2.0,8,default54,252,26.29,-32.48,0.302,14.91,-18.17,0.678,47.62
h34_z1.5_f5_p10,3,4,2,2,1.5,5,40.0,20,9,0,2.0,10,default54,252,23.57,-30.48,0.291,9.29,-19.67,0.392,47.62
