seed,solo_total,solo_mdd,solo_calmar,solo_vol,sent_w50_total,sent_w50_mdd,sent_w50_calmar,sent_w50_vol,sent_w60_total,sent_w60_mdd,sent_w60_calmar,sent_w60_vol,tech_w50_total,tech_w50_mdd,tech_w50_calmar,tech_w50_vol,tech_w60_total,tech_w60_mdd,tech_w60_calmar,tech_w60_vol
34,73.5876635515889,-35.430389503324314,0.45528198498107253,24.25403488786053,58.41017246606908,-21.24015032820914,0.6254712172541829,15.537578291781978,62.05505252914087,-23.931411849813735,0.5844223528590536,16.922374715053863,53.8488571661957,-19.381208987152032,0.6393385875899508,15.455245930640093,58.17618955997921,-22.50236736066603,0.5883694425915604,17.000001587909676
35,126.0008315185475,-25.57126913418719,0.9676501682182101,25.232823780693614,81.05188551728584,-15.379274941190246,1.1355648675098133,15.987121237584889,90.15504823057077,-17.078503958817357,1.114682378483472,17.486682548434278,75.68801937957676,-13.418075148993136,1.230442239787114,16.067539095068266,85.45246959358887,-15.589356175972835,1.1694883060521872,17.70145911683074
36,172.83917478930135,-29.100813292531434,1.074895314847955,29.327936951837273,100.93455923229638,-16.149996225628517,1.2898000067606488,17.69756338405508,114.96378051129406,-18.865096406971926,1.2224629526027373,19.69535583417668,94.98355541662977,-15.591804865275172,1.2730564264660955,17.751202703317247,109.64779553671261,-17.95374149028589,1.2381333757022126,19.869961326138522
37,191.27036798706092,-25.569203749270176,1.315178873580332,26.29946236352177,105.45399495243379,-14.184390500041077,1.5200677744037616,16.952869785297466,121.33648549230251,-16.24442669157621,1.47993034937105,18.518080463740855,99.8625379304527,-15.692450644418777,1.3162457862247148,16.607556035801903,116.37538373453236,-17.65637704122206,1.3185312482738167,18.354206998361
38,213.42883718870206,-22.830808334996522,1.5904552305125348,26.52694619777713,114.02272128461375,-13.28729904227628,1.7246217878448769,16.412491507062164,132.22169304657197,-14.713551375629407,1.744372883451915,18.084596835693258,107.6473666293881,-12.96735304139236,1.6897643639972493,16.515353009314246,126.4427539111041,-14.861846819033387,1.669384583796041,18.31357698139242
39,151.66551099606008,-26.24814064147588,1.0833510553114478,28.47975036168508,92.47402986713365,-14.764508917579711,1.3159263197484237,17.38313766170147,104.27709198478819,-16.377019054502906,1.3050006954202589,19.27262755921176,86.72702763564489,-13.47291878860858,1.3695142948575196,17.487664926580607,99.17829612560777,-15.207378014126737,1.3508557904413692,19.494005657203743
40,94.18597825420262,-27.907954100505037,0.7064694076149034,26.00471109365971,68.14640404780977,-15.548603217106905,0.9732229968207182,16.300873882965618,73.92988296975372,-18.13862778394212,0.892727625490196,17.895676713987786,63.181064886194996,-15.066625352491158,0.9424984567289637,16.354028116912446,69.64396526308923,-17.31560186242591,0.8899145700253567,18.083265562199138
41,122.05339474168571,-21.53549165431582,1.1213783601285572,24.63585327092504,79.36146096801124,-13.9229842431702,1.2329081549430976,15.675007046448695,88.05606193222353,-13.956057821297808,1.3384418940593121,17.109200432099,74.06446300699339,-12.818347737081426,1.2651572696737015,15.721865538228103,83.4205303123223,-14.271374174552943,1.2527801192612613,17.29797771448632
42,136.50021944020332,-35.99747518023075,0.7303168809129847,28.001523360388624,86.5095149910361,-20.586974603285135,0.8944453875605082,17.038876677191446,96.72202824311454,-23.169557084666515,0.8691604939609486,18.889592857798366,80.80270027582503,-18.724497917476125,0.9303482918954327,17.280827387823212,91.67354593877428,-21.737149496377207,0.8876103201142631,19.232035252207663
43,240.60980360114735,-35.46151362542824,1.1116346742115981,29.11704297681904,123.74802161251264,-20.643581964990965,1.1822383720285894,18.016282962484198,144.77107767589476,-23.315672659340635,1.1782715680533096,19.93377415613965,117.46131985738488,-18.857674026785464,1.2434167924270128,17.84070919859933,139.07755888199097,-22.442717551607096,1.187970263781796,19.909659937044097
44,243.90836723141098,-25.93858672363395,1.5338182279218924,28.8300360174941,124.80931115546356,-14.205426611958071,1.7292944440092812,17.793541484338775,146.1690834878718,-16.63934219184111,1.6628784004565242,19.69015811044883,118.27575952563816,-15.17495020307843,1.5534248579423826,17.77779818249935,140.21555731431144,-17.426263483445524,1.5393133525201683,19.805242951900674
45,97.26023613860741,-23.89771728676543,0.8464030216755426,24.94087627548708,68.61882042710444,-13.822894416370357,1.1010631853089676,16.305349513782733,74.72736484176366,-15.174108634560424,1.076641410193792,17.716986718176198,64.11104949198099,-14.598402510867869,0.9847917203899456,15.859247531155235,70.89213316712485,-16.5138901643053,0.9470234353095958,17.469968728461243
46,131.81726463560838,-24.52863718911873,1.0439445876974267,24.879127174572428,83.18996922543771,-14.173038045864828,1.2586360513632855,15.88549855591676,92.89749156028586,-15.855911038267179,1.229837697274858,17.33631199133314,77.91130415399743,-13.179403295143521,1.2829209750375454,15.817648516930289,88.2779699076258,-14.952529149025551,1.2517835414496785,17.4231348493779
47,181.46337257388834,-24.331306468824764,1.3313222396369948,28.607830535508917,103.43203794813145,-13.642366975396026,1.5565971212481322,17.55698553611942,118.33880192752618,-15.562858788952427,1.5153270941633332,19.445896302666977,97.62827875087332,-14.183529667901706,1.430383302817704,17.44500068315903,113.16947836033613,-16.29202656944788,1.3983832603199349,19.47980775876009
48,160.06023028478938,-36.24298797984841,0.8162624123699548,26.33344822898996,94.53295662543657,-20.12290280679633,0.9826654983852032,16.59518944690061,107.18913176425372,-23.438916585559877,0.931730844206488,18.21028432321228,89.22683548407431,-18.980931604588914,0.9946438464687924,16.259780505029173,102.53370040996437,-22.56721878965794,0.934553183704143,18.05874664385004
49,195.70440712540426,-33.47275382702469,1.0210286966368027,27.440276896551545,107.70442750031934,-19.847975485391135,1.1044377919751174,17.272673163657704,124.0647928602518,-22.633967488028052,1.080383652100728,18.994309137694717,101.88210380714797,-19.002918742141826,1.1042780334816638,17.084773395138797,118.86786032736892,-22.06064107701525,1.0726773267639065,18.964946229986605
50,72.83287367055426,-28.051176609475835,0.5701606561834978,27.54662534792579,59.31717646546599,-15.15877263645069,0.8879755169873046,16.78691025762872,62.857603832657524,-17.888516958288104,0.7903866289645377,18.59038529224811,54.4875053735105,-16.45039260059984,0.7609224523548938,16.978964171076857,58.722393509116635,-18.87749521760682,0.7069583949883422,18.892083813050416
51,126.59476835205284,-22.294128552259927,1.1138740794304365,26.98300444980134,81.68629454681484,-12.608241160984768,1.3939795091645,17.05806957942636,90.8580868441109,-14.04822365450934,1.3636090062730992,18.727643395564535,76.38062253891202,-13.990701359740587,1.1889706742572275,17.053681326159808,86.2148504443596,-15.66563229627247,1.1721944167270184,18.85905235377015
52,75.41591881268057,-38.02438545834512,0.4329119002352417,25.569397165476225,59.69619020526873,-22.66393271120807,0.5971490997322381,16.06660036911423,63.522444807273914,-25.5999187206838,0.557228501755742,17.61481210464862,54.98636989359811,-20.86289730119185,0.6047040766242389,16.11952098244982,59.499342370501495,-24.224542875813714,0.557111953804104,17.804485791132475
53,222.15534854953103,-32.68464563339249,1.1421325847288064,30.04795460726486,118.59547692386303,-19.778005700622348,1.194367085174234,18.034031627184383,137.75801359889428,-22.24654450296678,1.1899077756713603,20.114146498921805,112.2381368601217,-17.899100439491733,1.2646895476579418,18.035445855026044,132.00470885009787,-20.799229198753522,1.2324528713797331,20.24131397202422
54,124.2612943203397,-27.268058861426525,0.8978620127799507,28.585424144437376,81.61570402016407,-15.11969245129916,1.1616136493977065,17.553538558116113,90.54837444479486,-17.645361357021017,1.0826540721256246,19.43895366233193,76.32563642736498,-14.776500746171328,1.12507510145118,17.541374789595242,85.92618973468942,-16.57405728671324,1.104942865412803,19.558784226868802
55,103.44968848504888,-24.616767808610618,0.862766448962383,25.612464459991102,71.62165585005751,-18.662875885727026,0.8451372237270521,16.455571830238352,78.37353669326654,-19.82912788204946,0.8568413435977359,17.963582776407065,66.76084298407031,-15.17271997450692,0.9803272359245023,16.30419203407704,74.1858727182197,-17.082623983453605,0.9506268298639623,17.972546796068052
56,143.52655862083728,-32.762335197776856,0.8331556289655929,27.143737585944482,88.33695265799035,-18.49154224010968,1.0127556252893966,17.169580765726028,99.27339057325175,-21.475667065213212,0.9572963377907113,18.85292332052233,82.93060437807884,-17.24488054914042,1.0318096145999194,17.088085907641144,94.52170906848511,-20.57386754656283,0.9610348869150702,18.9165403519259
