index_code,trade_date,index_close,eligible_members,low9_share,high9_share,low7_9_share,high7_9_share,low9_weighted,high9_weighted,low7_9_weighted,high7_9_weighted,past20_return,forward_5d,forward_10d,forward_20d,metric,side,signed_forward_5d,signed_forward_10d,signed_forward_20d
000933.SH,2024-01-12,8456.989,84,0.023809523809523808,0.0,0.19047619047619047,0.0,0.019560195222183392,0.0,0.35841358354437114,0.0,-0.06708914,-0.018948257,-0.043447852,-0.036715686,low7_9_share,low,-0.018948257,-0.043447852,-0.036715686
000933.SH,2024-04-16,7746.6646,84,0.011904761904761904,0.0,0.30952380952380953,0.0,0.004609723373485158,0.0,0.36961782595252696,0.0,-0.080346584,0.014755249,0.05693412,0.059886456,low7_9_share,low,0.014755249,0.05693412,0.059886456
000933.SH,2024-05-31,7798.641,84,0.023809523809523808,0.0,0.2261904761904762,0.011904761904761904,0.016779832194826566,0.0,0.18187818074360426,0.012599873877475538,-0.047519088,-0.0036679506,-0.015631616,-0.07404131,low7_9_share,low,-0.0036679506,-0.015631616,-0.07404131
000933.SH,2024-06-25,7282.0127,84,0.03571428571428571,0.0,0.25,0.011904761904761904,0.024809751908512846,0.0,0.16341836299088636,0.006189938263086085,-0.08340812,-0.019108772,-0.0396142,-0.01673454,low7_9_share,low,-0.019108772,-0.0396142,-0.01673454
000933.SH,2025-01-08,7356.21,85,0.023529411764705882,0.0,0.27058823529411763,0.0,0.02621157306022758,0.0,0.33362002066144625,0.0,-0.10214484,0.0025972128,0.0062327385,0.038792968,low7_9_share,low,0.0025972128,0.0062327385,0.038792968
000933.SH,2025-10-21,8870.0,80,0.0125,0.0125,0.1875,0.025,0.011769882848142977,0.007659923187028009,0.1631683704637607,0.012839871493562666,-0.050159812,-0.009170353,-0.033635616,-0.036096573,low7_9_share,low,-0.009170353,-0.033635616,-0.036096573
000933.SH,2025-11-24,8354.948,80,0.0,0.0125,0.25,0.0125,0.0,0.008789824256715418,0.2581748349768411,0.008789824256715418,-0.05968213,0.008222818,-0.00069206953,-0.009832084,low7_9_share,low,0.008222818,-0.00069206953,-0.009832084
000933.SH,2026-03-02,8043.4175,75,0.013333333333333334,0.0,0.14666666666666667,0.0,0.005479999801886081,0.0,0.13106999924895466,0.0,-0.045291364,-0.015155375,-0.0030033588,-0.0067563653,low7_9_share,low,-0.015155375,-0.0030033588,-0.0067563653
000933.SH,2026-03-23,7547.928,75,0.02666666666666667,0.0,0.14666666666666667,0.0,0.024450000023201107,0.0,0.18687999946756362,0.0,-0.07974815,0.05844581,0.06788945,0.053740144,low7_9_share,low,0.05844581,0.06788945,0.053740144
000933.SH,2026-05-20,7577.3516,75,0.013333333333333334,0.0,0.18666666666666668,0.0,0.0048399515820933495,0.0,0.1693483056228443,0.0,-0.054499328,-0.0147256255,-0.05448377,-0.083803594,low7_9_share,low,-0.0147256255,-0.05448377,-0.083803594
000933.SH,2026-06-25,7218.072,75,0.0,0.02666666666666667,0.18666666666666668,0.02666666666666667,0.0,0.02017000019249767,0.19225999978300035,0.02017000019249767,-0.033177912,0.05205083,0.04662645,0.111536264,low7_9_share,low,0.05205083,0.04662645,0.111536264
000933.SH,2022-06-08,10577.893,87,0.011494252873563218,0.0,0.022988505747126436,0.2413793103448276,0.008169836279000347,0.0,0.042299154581367966,0.31174376956577665,0.0483644,-0.013270438,0.018403769,0.10125339,high7_9_share,high,0.013270438,-0.018403769,-0.10125339
000933.SH,2022-06-23,10796.607,87,0.0,0.034482758620689655,0.011494252873563218,0.2413793103448276,0.0,0.022589548123686874,0.010589788301162601,0.2040459189151597,0.09038913,0.057453632,0.06021893,0.019272923,high7_9_share,high,-0.057453632,-0.06021893,-0.019272923
000933.SH,2022-10-21,10148.936,86,0.0,0.0,0.0,0.20930232558139536,0.0,0.0,0.0,0.13110131192862,0.07812154,-0.032289505,0.026867867,0.061278343,high7_9_share,high,0.032289505,-0.026867867,-0.061278343
000933.SH,2022-11-22,10413.528,86,0.0,0.0,0.0,0.13953488372093023,0.0,0.0,0.0,0.1964639270992572,0.08268285,-0.0034707189,-0.011169851,-0.052597582,high7_9_share,high,0.0034707189,0.011169851,0.052597582
000933.SH,2023-01-30,11159.312,81,0.0,0.0,0.012345679012345678,0.16049382716049382,0.0,0.0,0.00684993152030496,0.1184788150386939,0.11268592,-0.02762258,-0.0138527155,-0.05152613,high7_9_share,high,0.02762258,0.0138527155,0.05152613
000933.SH,2023-04-17,10739.279,81,0.0,0.012345679012345678,0.0,0.16049382716049382,0.0,0.004699859006730138,0.0,0.26470205722565476,0.058264375,-0.051845133,-0.04453224,-0.06815672,high7_9_share,high,0.051845133,0.04453224,0.06815672
000933.SH,2023-09-19,9110.43,81,0.0,0.012345679012345678,0.012345679012345678,0.30864197530864196,0.0,0.003430034280671587,0.01078010739865218,0.3199232006372744,0.03357625,-0.00042384863,0.022250295,-0.046603203,high7_9_share,high,0.00042384863,-0.022250295,0.046603203
000933.SH,2024-03-04,8476.314,84,0.023809523809523808,0.0,0.023809523809523808,0.14285714285714285,0.009980199479094492,0.0,0.009980199479094492,0.07072141469355177,0.047810197,-0.015945613,0.0014330149,-0.042077005,high7_9_share,high,0.015945613,-0.0014330149,0.042077005
000933.SH,2024-08-07,7275.5747,81,0.0,0.012345679012345678,0.0,0.19753086419753085,0.0,0.012970000642667718,0.0,0.17655999906893968,0.039945126,-0.023885548,-0.046177328,-0.048691332,high7_9_share,high,0.023885548,0.046177328,0.048691332
000933.SH,2024-09-27,7754.535,81,0.0,0.012345679012345678,0.0,0.13580246913580246,0.0,0.004889804331334695,0.0,0.12895484320682948,0.14163089,0.04708314,0.038932204,0.031475782,high7_9_share,high,-0.04708314,-0.038932204,-0.031475782
000933.SH,2024-10-29,8123.8774,81,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1757752741989794,0.1855098,0.015949488,0.058790922,-0.023147345,high7_9_share,high,-0.015949488,-0.058790922,0.023147345
000933.SH,2024-11-12,8601.487,81,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.18361918066065513,0.0805223,-0.05272162,-0.077388525,-0.04747963,high7_9_share,high,0.05272162,0.077388525,0.04747963
000933.SH,2025-02-13,7641.5796,85,0.0,0.011764705882352941,0.0,0.18823529411764706,0.0,0.00850025529345973,0.0,0.12823384801753943,0.038792968,0.0332793,0.03182006,0.010658622,high7_9_share,high,-0.0332793,-0.03182006,-0.010658622
000933.SH,2025-06-09,8155.57,84,0.011904761904761904,0.03571428571428571,0.011904761904761904,0.20238095238095238,0.016850376686442257,0.02520020473883668,0.016850376686442257,0.12232348321544899,0.05622089,-0.01361239,-0.043140113,-0.026337266,high7_9_share,high,0.01361239,0.043140113,0.026337266
000933.SH,2025-07-21,8402.57,80,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.21061999633143544,0.07673657,0.041857243,0.043563128,0.06535339,high7_9_share,high,-0.041857243,-0.043563128,-0.06535339
000933.SH,2026-01-13,8770.687,76,0.0,0.0,0.0,0.5131578947368421,0.0,0.0,0.0,0.5769703892784264,0.05574596,-0.04064095,-0.05039358,-0.047819972,high7_9_share,high,0.04064095,0.05039358,0.047819972
000933.SH,2026-07-09,7554.625,70,0.0,0.014285714285714285,0.0,0.14285714285714285,0.0,0.10705893184364133,0.0,0.176868232961854,0.07711494,0.07491195,0.062018037,0.046088457,high7_9_share,high,-0.07491195,-0.062018037,-0.046088457
000933.SH,2021-08-16,14655.419,87,0.011494252873563218,0.0,0.1724137931034483,0.0,0.05962880567298892,0.0,0.3530829321861897,0.0,-0.10284966,-0.063429296,-0.0782997,-0.08042818,low7_9_weighted,low,-0.063429296,-0.0782997,-0.08042818
000933.SH,2021-10-27,13180.722,87,0.12643678160919541,0.0,0.1839080459770115,0.0,0.041831254662870625,0.0,0.18702561057020023,0.0,-0.04752767,-0.005395055,0.0056334734,0.025705814,low7_9_weighted,low,-0.005395055,0.0056334734,0.025705814
000933.SH,2022-01-12,12889.181,87,0.0,0.011494252873563218,0.09195402298850575,0.034482758620689655,0.0,0.006990139821991009,0.17871357086099326,0.018300365865708747,-0.04883051,-0.04260522,-0.112097085,-0.12266648,low7_9_weighted,low,-0.04260522,-0.112097085,-0.12266648
000933.SH,2022-04-28,9896.84,87,0.08045977011494253,0.0,0.27586206896551724,0.0,0.052771054828636164,0.0,0.19344386496472152,0.0,-0.12268895,0.019507289,0.019510746,0.029937983,low7_9_weighted,low,0.019507289,0.019510746,0.029937983
000933.SH,2022-08-03,10130.633,86,0.10465116279069768,0.0,0.2441860465116279,0.0,0.08287834220864751,0.0,0.22814543567229226,0.0,-0.13033867,0.013748527,0.026986837,-0.0061150193,low7_9_weighted,low,0.013748527,0.026986837,-0.0061150193
000933.SH,2022-08-25,10034.084,86,0.011627906976744186,0.0,0.3953488372093023,0.0,0.005069898868512646,0.0,0.2950940973486648,0.0,-0.052122355,-0.00027745962,-0.02957195,-0.11659849,low7_9_weighted,low,-0.00027745962,-0.02957195,-0.11659849
000933.SH,2022-09-21,9087.988,86,0.046511627906976744,0.0,0.2558139534883721,0.0,0.013880694077123622,0.0,0.25724286428463083,0.0,-0.096388996,0.011167765,0.0017055273,0.11259103,low7_9_weighted,low,0.011167765,0.0017055273,0.11259103
000933.SH,2022-12-19,10035.587,86,0.011627906976744186,0.0,0.10465116279069768,0.011627906976744186,0.07152999869935588,0.0,0.21819000137799605,0.00572000026063621,-0.06315738,0.00032651424,0.02937901,0.11190355,low7_9_weighted,low,0.00032651424,0.02937901,0.11190355
000933.SH,2023-02-24,10668.324,81,0.024691358024691357,0.0,0.13580246913580246,0.0,0.015039398568890739,0.0,0.18230271006770415,0.0,-0.05173379,-0.0048682094,-0.0243119,-0.043266058,low7_9_weighted,low,-0.0048682094,-0.0243119,-0.043266058
000933.SH,2023-03-14,10365.192,81,0.037037037037037035,0.0,0.19753086419753085,0.0,0.02411975825198303,0.0,0.2793872058118817,0.0,-0.06107247,-0.007074654,-0.00033712387,0.016258597,low7_9_weighted,low,-0.007074654,-0.00033712387,0.016258597
000933.SH,2023-06-09,9508.667,81,0.037037037037037035,0.0,0.2839506172839506,0.0,0.02687080544196913,0.0,0.23992719601174564,0.0,-0.038420796,0.018753052,-0.019855738,-0.013831019,low7_9_weighted,low,0.018753052,-0.019855738,-0.013831019
000933.SH,2023-08-23,8674.885,81,0.0,0.0,0.2345679012345679,0.0,0.0,0.0,0.19547782062111665,0.0,-0.09365344,0.03964019,0.018933773,0.044431567,low7_9_weighted,low,0.03964019,0.018933773,0.044431567
000933.SH,2023-10-23,8719.935,81,0.012345679012345678,0.0,0.04938271604938271,0.0,0.005049999975644052,0.0,0.19014000026797354,0.0,-0.03314054,0.07048547,0.088068604,0.084658265,low7_9_weighted,low,0.07048547,0.088068604,0.084658265
000933.SH,2023-12-22,8795.461,81,0.04938271604938271,0.0,0.18518518518518517,0.0,0.10367000458307489,0.0,0.24899000370897575,0.0,-0.06352323,0.023226261,-0.027726829,-0.086058974,low7_9_weighted,low,0.023226261,-0.027726829,-0.086058974
000933.SH,2024-01-12,8456.989,84,0.023809523809523808,0.0,0.19047619047619047,0.0,0.019560195222183392,0.0,0.35841358354437114,0.0,-0.06708914,-0.018948257,-0.043447852,-0.036715686,low7_9_weighted,low,-0.018948257,-0.043447852,-0.036715686
000933.SH,2024-04-16,7746.6646,84,0.011904761904761904,0.0,0.30952380952380953,0.0,0.004609723373485158,0.0,0.36961782595252696,0.0,-0.080346584,0.014755249,0.05693412,0.059886456,low7_9_weighted,low,0.014755249,0.05693412,0.059886456
000933.SH,2024-06-03,7773.867,84,0.011904761904761904,0.0,0.2261904761904762,0.011904761904761904,0.015219847318972433,0.0,0.2605173932061342,0.012599873877475538,-0.07415652,0.006819248,-0.020115793,-0.08117002,low7_9_weighted,low,0.006819248,-0.020115793,-0.08117002
000933.SH,2024-06-19,7538.2275,84,0.03571428571428571,0.0,0.16666666666666666,0.0,0.03160968396538101,0.0,0.26514735076564955,0.0,-0.07383001,-0.02075237,-0.06025493,-0.036157668,low7_9_weighted,low,-0.02075237,-0.06025493,-0.036157668
000933.SH,2024-09-13,6676.296,81,0.0,0.024691358024691357,0.1728395061728395,0.024691358024691357,0.0,0.017729290838077175,0.26136954012841246,0.017729290838077175,-0.06584895,0.026414275,0.3936659,0.2267431,low7_9_weighted,low,0.026414275,0.3936659,0.2267431
000933.SH,2025-01-08,7356.21,85,0.023529411764705882,0.0,0.27058823529411763,0.0,0.02621157306022758,0.0,0.33362002066144625,0.0,-0.10214484,0.0025972128,0.0062327385,0.038792968,low7_9_weighted,low,0.0025972128,0.0062327385,0.038792968
000933.SH,2025-10-17,8768.757,80,0.0,0.0,0.0875,0.025,0.0,0.0,0.18487814880029824,0.011929880381536688,-0.060902596,0.0048538446,0.0035073757,-0.002444744,low7_9_weighted,low,0.0048538446,0.0035073757,-0.002444744
000933.SH,2025-11-06,8597.7705,80,0.0125,0.0,0.0625,0.025,0.011189775749399241,0.0,0.15956681101185927,0.023909521461985776,-0.07668918,0.023693442,-0.01879096,-0.035595596,low7_9_weighted,low,0.023693442,-0.01879096,-0.035595596
000933.SH,2025-11-24,8354.948,80,0.0,0.0125,0.25,0.0125,0.0,0.008789824256715418,0.2581748349768411,0.008789824256715418,-0.05968213,0.008222818,-0.00069206953,-0.009832084,low7_9_weighted,low,0.008222818,-0.00069206953,-0.009832084
000933.SH,2026-03-03,7895.2617,75,0.06666666666666667,0.0,0.2,0.0,0.050700000720947984,0.0,0.1896599997477472,0.0,-0.063826144,0.02407217,0.019764304,0.007580161,low7_9_weighted,low,0.02407217,0.019764304,0.007580161
000933.SH,2026-03-20,7857.3467,75,0.0,0.013333333333333334,0.13333333333333333,0.02666666666666667,0.0,0.007099999812930822,0.16940999960968792,0.017440000243997576,-0.055287898,0.008790731,0.026198864,0.017531991,low7_9_weighted,low,0.008790731,0.026198864,0.017531991
000933.SH,2026-05-20,7577.3516,75,0.013333333333333334,0.0,0.18666666666666668,0.0,0.0048399515820933495,0.0,0.1693483056228443,0.0,-0.054499328,-0.0147256255,-0.05448377,-0.083803594,low7_9_weighted,low,-0.0147256255,-0.05448377,-0.083803594
000933.SH,2026-06-09,6943.605,75,0.0,0.0,0.10666666666666667,0.02666666666666667,0.0,0.0,0.21866000202020108,0.017770000693534314,-0.13999575,0.0053544044,0.034709096,0.072870374,low7_9_weighted,low,0.0053544044,0.034709096,0.072870374
000933.SH,2026-06-25,7218.072,75,0.0,0.02666666666666667,0.18666666666666668,0.02666666666666667,0.0,0.02017000019249767,0.19225999978300035,0.02017000019249767,-0.033177912,0.05205083,0.04662645,0.111536264,low7_9_weighted,low,0.05205083,0.04662645,0.111536264
000933.SH,2022-06-08,10577.893,87,0.011494252873563218,0.0,0.022988505747126436,0.2413793103448276,0.008169836279000347,0.0,0.042299154581367966,0.31174376956577665,0.0483644,-0.013270438,0.018403769,0.10125339,high7_9_weighted,high,0.013270438,-0.018403769,-0.10125339
000933.SH,2022-06-23,10796.607,87,0.0,0.034482758620689655,0.011494252873563218,0.2413793103448276,0.0,0.022589548123686874,0.010589788301162601,0.2040459189151597,0.09038913,0.057453632,0.06021893,0.019272923,high7_9_weighted,high,-0.057453632,-0.06021893,-0.019272923
000933.SH,2022-10-21,10148.936,86,0.0,0.0,0.0,0.20930232558139536,0.0,0.0,0.0,0.13110131192862,0.07812154,-0.032289505,0.026867867,0.061278343,high7_9_weighted,high,0.032289505,-0.026867867,-0.061278343
000933.SH,2022-11-22,10413.528,86,0.0,0.0,0.0,0.13953488372093023,0.0,0.0,0.0,0.1964639270992572,0.08268285,-0.0034707189,-0.011169851,-0.052597582,high7_9_weighted,high,0.0034707189,0.011169851,0.052597582
000933.SH,2023-01-13,10932.459,81,0.0,0.024691358024691357,0.012345679012345678,0.08641975308641975,0.0,0.029529704775351794,0.002379976253606929,0.15028849865317195,0.060973763,0.02907753,0.006385803,-0.012585461,high7_9_weighted,high,-0.02907753,-0.006385803,0.012585461
000933.SH,2023-04-17,10739.279,81,0.0,0.012345679012345678,0.0,0.16049382716049382,0.0,0.004699859006730138,0.0,0.26470205722565476,0.058264375,-0.051845133,-0.04453224,-0.06815672,high7_9_weighted,high,0.051845133,0.04453224,0.06815672
000933.SH,2023-09-19,9110.43,81,0.0,0.012345679012345678,0.012345679012345678,0.30864197530864196,0.0,0.003430034280671587,0.01078010739865218,0.3199232006372744,0.03357625,-0.00042384863,0.022250295,-0.046603203,high7_9_weighted,high,0.00042384863,-0.022250295,0.046603203
000933.SH,2023-10-12,9345.259,81,0.0,0.024691358024691357,0.0,0.1111111111111111,0.0,0.009139999938508867,0.0,0.16210000187532606,0.05725968,-0.048772335,-0.062188208,0.00841856,high7_9_weighted,high,0.048772335,0.062188208,-0.00841856
000933.SH,2024-08-07,7275.5747,81,0.0,0.012345679012345678,0.0,0.19753086419753085,0.0,0.012970000642667718,0.0,0.17655999906893968,0.039945126,-0.023885548,-0.046177328,-0.048691332,high7_9_weighted,high,0.023885548,0.046177328,0.048691332
000933.SH,2024-09-30,8583.055,81,0.0,0.037037037037037035,0.0,0.20987654320987653,0.0,0.04338130198772493,0.0,0.21666649867586993,0.24531639,-0.046711504,-0.05497253,-0.058092892,high7_9_weighted,high,0.046711504,0.05497253,0.058092892
000933.SH,2024-10-29,8123.8774,81,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1757752741989794,0.1855098,0.015949488,0.058790922,-0.023147345,high7_9_weighted,high,-0.015949488,-0.058790922,0.023147345
000933.SH,2024-11-12,8601.487,81,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.18361918066065513,0.0805223,-0.05272162,-0.077388525,-0.04747963,high7_9_weighted,high,0.05272162,0.077388525,0.04747963
000933.SH,2025-02-14,7821.9634,85,0.0,0.03529411764705882,0.0,0.21176470588235294,0.0,0.02055061610851617,0.0,0.14871446113865863,0.06839049,0.02214253,-0.012762129,0.010933518,high7_9_weighted,high,-0.02214253,0.012762129,-0.010933518
000933.SH,2025-05-22,7915.4976,85,0.011764705882352941,0.011764705882352941,0.023529411764705882,0.07058823529411765,0.012469875022436938,0.017679823170690744,0.01871981248847703,0.2352176484578515,0.046049833,0.011334419,0.01623094,-0.017715156,high7_9_weighted,high,-0.011334419,-0.01623094,0.017715156
000933.SH,2025-06-11,8152.8115,85,0.0,0.07058823529411765,0.011764705882352941,0.12941176470588237,0.0,0.04333870047668262,0.0062198131713209325,0.14263572303492722,0.048500538,-0.036864698,-0.02553147,-0.016667187,high7_9_weighted,high,0.036864698,0.02553147,0.016667187
000933.SH,2025-07-21,8402.57,80,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.21061999633143544,0.07673657,0.041857243,0.043563128,0.06535339,high7_9_weighted,high,-0.041857243,-0.043563128,-0.06535339
000933.SH,2026-01-13,8770.687,76,0.0,0.0,0.0,0.5131578947368421,0.0,0.0,0.0,0.5769703892784264,0.05574596,-0.04064095,-0.05039358,-0.047819972,high7_9_weighted,high,0.04064095,0.05039358,0.047819972
000933.SH,2026-04-02,8215.97,75,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.17290999915139377,0.049082637,-0.009217739,-0.024568558,-0.02523005,high7_9_weighted,high,0.009217739,0.024568558,0.02523005
000933.SH,2026-07-07,7530.247,70,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.16965830496086512,0.08237767,0.042110324,0.066598535,0.058646083,high7_9_weighted,high,-0.042110324,-0.066598535,-0.058646083
000949.CSI,2021-07-27,6365.7104,49,0.16326530612244897,0.0,0.32653061224489793,0.02040816326530612,0.09714285715234695,0.0,0.38418439981117725,0.021094224969910175,-0.10940695,0.040940523,0.086898565,0.034860253,low9_share,low,0.040940523,0.086898565,0.034860253
000949.CSI,2021-11-30,7083.911,50,0.06,0.0,0.26,0.04,0.21189576650098482,0.0,0.2869542643801674,0.023829523467714046,-0.03880036,0.01079607,0.027561307,0.04279685,low9_share,low,0.01079607,0.027561307,0.04279685
000949.CSI,2022-01-26,6932.9697,49,0.14285714285714285,0.0,0.30612244897959184,0.0,0.06848305706333815,0.0,0.1760127616552665,0.0,-0.061473668,0.035028815,0.013417363,0.04871404,low9_share,low,0.035028815,0.013417363,0.04871404
000949.CSI,2022-03-15,6341.274,50,0.06,0.0,0.42,0.0,0.06658800330391923,0.0,0.42722718645478674,0.0,-0.09948146,0.08228183,0.11636317,0.109211445,low9_share,low,0.08228183,0.11636317,0.109211445
000949.CSI,2022-07-25,7053.9297,50,0.04,0.0,0.12,0.02,0.017399999429315333,0.0,0.2838899988435164,0.009739999731931091,-0.042488813,0.007567644,-0.009335816,0.019325733,low9_share,low,0.007567644,-0.009335816,0.019325733
000949.CSI,2022-08-15,7014.0728,50,0.06,0.0,0.08,0.08,0.187276249254277,0.0,0.3190436137310947,0.05532889367580772,-0.03206724,0.025117993,0.038338065,0.006798506,low9_share,low,0.025117993,0.038338065,0.006798506
000949.CSI,2022-09-20,6700.1616,50,0.04,0.0,0.22,0.0,0.13188999678074198,0.0,0.2486399977875948,0.0,-0.068160474,-0.03535807,-0.031584084,-0.06782603,low9_share,low,-0.03535807,-0.031584084,-0.06782603
000949.CSI,2022-10-28,5890.996,50,0.06,0.0,0.52,0.0,0.28155563597027106,0.0,0.630582613548694,0.0,-0.09549993,0.06789982,0.06820989,0.04124427,low9_share,low,0.06789982,0.06820989,0.04124427
000949.CSI,2023-05-04,5895.1533,49,0.061224489795918366,0.0,0.08163265306122448,0.02040816326530612,0.033443230247019624,0.0,0.04603611361168614,0.00712823786076321,-0.054590464,-0.020175993,-0.054561675,-0.09737861,low9_share,low,-0.020175993,-0.054561675,-0.09737861
000949.CSI,2023-05-26,5458.0796,50,0.08,0.0,0.16,0.0,0.04559954333291249,0.0,0.2813271892569083,0.0,-0.07517785,-0.014495432,-0.01897657,-0.015589774,low9_share,low,-0.014495432,-0.01897657,-0.015589774
000949.CSI,2023-08-21,5266.492,50,0.12,0.0,0.3,0.0,0.07908920930874723,0.0,0.349686498983764,0.0,-0.056436956,0.0055294037,0.018437743,0.009438992,low9_share,low,0.0055294037,0.018437743,0.009438992
000949.CSI,2023-10-10,5170.58,50,0.06,0.0,0.22,0.0,0.026289999108934415,0.0,0.10477999805526736,0.0,-0.035985947,-0.010841012,-0.048211753,0.0062651634,low9_share,low,-0.010841012,-0.048211753,0.0062651634
000949.CSI,2023-10-25,4992.094,50,0.06,0.0,0.12,0.0,0.08842999808650019,0.0,0.1292399983991623,0.0,-0.06321812,0.0503304,0.037009597,0.056133986,low9_share,low,0.0503304,0.037009597,0.056133986
000949.CSI,2023-12-22,5090.7485,50,0.14,0.0,0.22,0.0,0.24697753124843175,0.0,0.34630653895213154,0.0,-0.044267476,0.03296864,-0.018470824,-0.08848494,low9_share,low,0.03296864,-0.018470824,-0.08848494
000949.CSI,2024-01-17,4900.404,50,0.06,0.0,0.08,0.0,0.025489745255029506,0.0,0.036509634995783,0.0,-0.04553944,-0.043711424,-0.07272422,-0.009821236,low9_share,low,-0.043711424,-0.07272422,-0.009821236
000949.CSI,2024-06-12,5072.8623,50,0.04,0.0,0.1,0.0,0.023230464758904338,0.0,0.11931238684473555,0.0,-0.053141177,-0.04844463,-0.06548363,-0.0962798,low9_share,low,-0.04844463,-0.06548363,-0.0962798
000949.CSI,2024-06-26,4740.673,50,0.06,0.0,0.12,0.0,0.021590431614119065,0.0,0.11082221637199874,0.0,-0.10365981,-0.0011330843,-0.032954097,-0.055130064,low9_share,low,-0.0011330843,-0.032954097,-0.055130064
000949.CSI,2024-07-12,4601.163,50,0.08,0.0,0.14,0.0,0.08584171789808373,0.0,0.12749255199395468,0.0,-0.0705446,0.02880168,-0.01613456,-0.010676742,low9_share,low,0.02880168,-0.01613456,-0.010676742
000949.CSI,2024-07-26,4526.9253,50,0.08,0.0,0.16,0.0,0.03675073522187198,0.0,0.07757155147702588,0.0,-0.037591755,0.019025683,0.005547285,-0.07347423,low9_share,low,0.019025683,0.005547285,-0.07347423
000949.CSI,2024-08-21,4262.091,50,0.06,0.02,0.18,0.02,0.10962890277922831,0.008029919420452192,0.14011859793062612,0.008029919420452192,-0.04849589,-0.012473941,-0.008146048,-0.055560052,low9_share,low,-0.012473941,-0.008146048,-0.055560052
000949.CSI,2024-09-12,4089.1167,50,0.06,0.0,0.2,0.0,0.044729999027705185,0.0,0.28630999635798926,0.0,-0.097858965,-0.020764053,0.24472618,0.15606272,low9_share,low,-0.020764053,0.24472618,0.15606272
000949.CSI,2025-01-10,4400.0537,50,0.16,0.0,0.46,0.0,0.11654349802404987,0.0,0.5194655857543857,0.0,-0.12424183,0.037078023,0.029389977,0.054875493,low9_share,low,0.037078023,0.029389977,0.054875493
000949.CSI,2025-10-20,5537.6504,50,0.02,0.0,0.04,0.04,0.008779736797546404,0.0,0.08968730541744123,0.013739587909563051,-0.050283313,0.023349643,0.026188016,0.039174438,low9_share,low,0.023349643,0.026188016,0.039174438
000949.CSI,2025-12-11,5613.544,49,0.04081632653061224,0.0,0.10204081632653061,0.02040816326530612,0.297155442753701,0.0,0.3452786772488992,0.02091440086766989,-0.036593556,0.012556076,0.021848679,0.048021555,low9_share,low,0.012556076,0.021848679,0.048021555
000949.CSI,2026-03-26,5778.2627,50,0.06,0.0,0.6,0.0,0.03185999957701266,0.0,0.6135700024501696,0.0,-0.033440173,0.014625311,0.00783062,-0.006287515,low9_share,low,0.014625311,0.00783062,-0.006287515
000949.CSI,2026-04-15,5950.232,50,0.04,0.02,0.04,0.12,0.04424955725087932,0.007199928323150832,0.04424955725087932,0.18463815337357856,-0.044212162,-0.01929158,-0.01412487,-0.09271312,low9_share,low,-0.01929158,-0.01412487,-0.09271312
000949.CSI,2026-05-13,5629.062,50,0.02,0.0,0.06,0.02,0.009230092068008731,0.0,0.049610496880818936,0.005720057459195771,-0.033390105,-0.054736316,-0.09348291,-0.15258938,low9_share,low,-0.054736316,-0.09348291,-0.15258938
000949.CSI,2026-06-01,5099.6475,50,0.1,0.0,0.12,0.0,0.07070212117551058,0.0,0.0769923099785537,0.0,-0.1306706,-0.06521803,-0.03629875,-0.10875225,low9_share,low,-0.06521803,-0.03629875,-0.10875225
000949.CSI,2026-06-29,4612.4326,49,0.08163265306122448,0.0,0.4489795918367347,0.0,0.038252853422246984,0.0,0.29641171723951015,0.0,-0.08566731,0.0630151,0.020666718,0.05996275,low9_share,low,0.0630151,0.020666718,0.05996275
000949.CSI,2021-09-15,6871.19,50,0.0,0.02,0.0,0.08,0.0,0.0076899999013423925,0.0,0.07161999847116471,0.037866116,0.0014834404,0.038072348,0.035928965,high9_share,high,-0.0014834404,-0.038072348,-0.035928965
000949.CSI,2021-10-13,7085.3955,50,0.0,0.06,0.02,0.16,0.0,0.10565422712659599,0.01397055838564986,0.14933597429070988,0.039360285,0.009172678,0.006431818,0.036325097,high9_share,high,-0.009172678,-0.006431818,-0.036325097
000949.CSI,2021-11-03,7473.491,50,0.0,0.04,0.0,0.12,0.0,0.07509849940345728,0.0,0.1751664963189303,0.08843899,-0.017490923,-0.016442716,-0.047519863,high9_share,high,0.017490923,0.016442716,0.047519863
000949.CSI,2022-06-09,6945.408,49,0.0,0.04081632653061224,0.0,0.22448979591836735,0.0,0.02546159291549097,0.0,0.20306028896990524,0.052696705,0.030606508,0.036477923,0.09148252,high9_share,high,-0.030606508,-0.036477923,-0.09148252
000949.CSI,2022-06-23,7198.762,50,0.0,0.04,0.1,0.16,0.0,0.00885999984717965,0.09737000066905917,0.06065999973947406,0.080198765,0.0040370226,0.053068757,-0.0043946505,high9_share,high,-0.0040370226,-0.053068757,0.0043946505
