index_code,trade_date,index_close,eligible_members,low9_share,high9_share,low7_9_share,high7_9_share,low9_weighted,high9_weighted,low7_9_weighted,high7_9_weighted
000905.SH,2026-01-16,8232.674,496,0.0020161290322580645,0.034274193548387094,0.024193548387096774,0.06451612903225806,0.0025178728368414676,0.02230693780923325,0.028819026846075346,0.049548502222743054
000905.SH,2026-01-19,8287.947,496,0.0020161290322580645,0.016129032258064516,0.014112903225806451,0.02620967741935484,0.0020729475150648258,0.013570222502537125,0.01361067015290162,0.02427876617955188
000905.SH,2026-01-20,8247.805,496,0.006048387096774193,0.006048387096774193,0.024193548387096774,0.014112903225806451,0.006704215856364796,0.007432275371081367,0.023854064513442897,0.014176938614121297
000905.SH,2026-01-21,8340.113,497,0.002012072434607646,0.002012072434607646,0.022132796780684104,0.02012072434607646,0.0018932527080960078,0.0014602215115667107,0.02199395737346457,0.02108761360015946
000905.SH,2026-01-22,8387.595,497,0.008048289738430584,0.004024144869215292,0.022132796780684104,0.05030181086519115,0.00942598171004738,0.004531721942797519,0.023353474046341055,0.06262839880110327
000905.SH,2026-01-23,8590.166,498,0.004016064257028112,0.008032128514056224,0.024096385542168676,0.07228915662650602,0.0035850931816844307,0.009961940069683591,0.021199248664009875,0.08989847234600876
000905.SH,2026-01-26,8506.693,499,0.002004008016032064,0.022044088176352707,0.02404809619238477,0.08817635270541083,0.0029451540220037475,0.032947658128746705,0.02620586019059914,0.10704733268003028
000905.SH,2026-01-27,8548.932,499,0.006012024048096192,0.022044088176352707,0.022044088176352707,0.12424849699398798,0.00623090403151809,0.027237665853400084,0.022799899793038248,0.11317806232113149
000905.SH,2026-01-28,8601.164,499,0.012024048096192385,0.026052104208416832,0.03406813627254509,0.13627254509018036,0.01351364890246618,0.026155773032708912,0.03459053335741314,0.11938893091479305
000905.SH,2026-01-29,8517.843,500,0.004,0.042,0.022,0.12,0.0030501525096130223,0.033561678051541595,0.021041051959313523,0.110565528436532
000905.SH,2026-01-30,8370.5205,500,0.016,0.024,0.038,0.05,0.012739745321032354,0.02383952313507545,0.039959200666986223,0.05184896309035484
000905.SH,2026-02-02,8037.0454,500,0.0,0.008,0.058,0.016,0.0,0.0044199116191833724,0.058728825020092065,0.013349733090978843
000905.SH,2026-02-03,8286.7,500,0.016,0.006,0.122,0.012,0.016229675368628977,0.005069898595708816,0.10474790451523366,0.012979740486001758
000905.SH,2026-02-04,8299.058,500,0.012,0.0,0.114,0.012,0.012829743256443813,0.0,0.09632807328121534,0.014269714767790459
000905.SH,2026-02-05,8146.1074,500,0.04,0.0,0.132,0.014,0.03167936620896836,0.0,0.11250774969749887,0.01377972461758083
000905.SH,2026-02-06,8146.4126,500,0.004,0.008,0.06,0.018,0.005099897907512636,0.010219795753584171,0.062068758434165275,0.015109697994192012
000905.SH,2026-02-09,8311.283,500,0.03,0.004,0.07,0.012,0.02580948396595852,0.0028899422469295818,0.08409831793719505,0.009109817752392129
000905.SH,2026-02-10,8306.444,500,0.01,0.002,0.056,0.008,0.01424971468022293,0.00038999220826656077,0.09794804099865434,0.003139937269421963
000905.SH,2026-02-11,8325.811,500,0.002,0.0,0.026,0.016,0.001899961977230875,0.0,0.038079238330296986,0.015099697745521378
000905.SH,2026-02-12,8423.569,500,0.006,0.0,0.012,0.044,0.009369812595155328,0.0,0.014739705202954138,0.0359692802577615
000905.SH,2026-02-13,8299.585,500,0.004,0.008,0.008,0.034,0.0029799404803583064,0.009799803823740053,0.009009819735944745,0.027029459431347182
000905.SH,2026-02-24,8392.91,499,0.002004008016032064,0.012024048096192385,0.008016032064128256,0.06212424849699399,0.0023992851600195403,0.006454980768795234,0.01236786371669387,0.06837461031783805
000905.SH,2026-02-25,8527.56,499,0.002004008016032064,0.004008016032064128,0.022044088176352707,0.056112224448897796,0.0036541414540657963,0.0015359441499864998,0.03046791141930111,0.07279170452374165
000905.SH,2026-02-26,8557.216,499,0.002004008016032064,0.026052104208416832,0.03807615230460922,0.06613226452905811,0.0011745454780633293,0.03833837000191556,0.03070884341847831,0.09628261438418928
000905.SH,2026-02-27,8658.45,499,0.006012024048096192,0.012024048096192385,0.03406813627254509,0.11623246492985972,0.007227438100483532,0.01918940075062371,0.027582879579789416,0.14914255827158973
000905.SH,2026-03-02,8658.334,498,0.010040160642570281,0.018072289156626505,0.04216867469879518,0.09437751004016064,0.008936586774477659,0.029089295078117163,0.03281119224979167,0.11794075232261951
000905.SH,2026-03-03,8281.614,498,0.01606425702811245,0.03815261044176707,0.06626506024096386,0.040160642570281124,0.009844366257184305,0.03911521763765194,0.055465338206931,0.04380541264615912
000905.SH,2026-03-04,8248.945,498,0.01606425702811245,0.002008032128514056,0.08634538152610442,0.07028112449799197,0.014030239218129703,0.004690195008507185,0.07840190455278885,0.05556620263147333
000905.SH,2026-03-05,8309.171,498,0.03413654618473896,0.0,0.07429718875502007,0.05220883534136546,0.03159073273161699,0.0,0.0714321739253743,0.042352965383648675
000905.SH,2026-03-06,8360.335,498,0.024096385542168676,0.030120481927710843,0.0642570281124498,0.04819277108433735,0.022876047879007048,0.0223212937131114,0.061486943337584976,0.03842933977621364
000905.SH,2026-03-09,8279.481,499,0.0,0.008016032064128256,0.03807615230460922,0.02404809619238477,0.0,0.009030251478156826,0.03078312371171574,0.025856619975334
000905.SH,2026-03-10,8410.303,499,0.008016032064128256,0.004008016032064128,0.03406813627254509,0.008016032064128256,0.007103797766688129,0.001645512512506991,0.028284754137587475,0.008307831327011536
000905.SH,2026-03-11,8403.33,499,0.002004008016032064,0.004008016032064128,0.09619238476953908,0.004008016032064128,0.0011538654703911843,0.006662318814504544,0.11693172068053635,0.006662318814504544
000905.SH,2026-03-12,8359.472,499,0.01603206412825651,0.0,0.09619238476953908,0.008016032064128256,0.013866452686300877,0.0,0.12889178654746272,0.008939948856473836
000905.SH,2026-03-13,8239.798,499,0.052104208416833664,0.0,0.0781563126252505,0.0,0.07206140508676384,0.0,0.10843325062673363,0.0
000905.SH,2026-03-16,8185.152,500,0.012,0.0,0.038,0.02,0.02002919860104039,0.0,0.051657933188475474,0.02002919860104039
000905.SH,2026-03-17,8016.0264,499,0.014028056112224449,0.0,0.03406813627254509,0.036072144288577156,0.016248760398228607,0.0,0.03774681148559701,0.025374913265832882
000905.SH,2026-03-18,8096.4277,499,0.012024048096192385,0.008016032064128256,0.03006012024048096,0.050100200400801605,0.015437323705658547,0.004688298161974344,0.032928282626308765,0.0359436202120962
000905.SH,2026-03-19,7877.09,499,0.008016032064128256,0.008016032064128256,0.09619238476953908,0.022044088176352707,0.006086825188644805,0.004145077764910967,0.12082096732854991,0.017988832434477162
000905.SH,2026-03-20,7760.0366,499,0.008016032064128256,0.004008016032064128,0.18036072144288579,0.008016032064128256,0.010231903065994736,0.002806982235815389,0.21367272047331,0.0058151817948299675
000905.SH,2026-03-23,7440.745,500,0.08,0.0,0.222,0.0,0.10386584586507785,0.0,0.2474801014112134,0.0
000905.SH,2026-03-24,7597.373,500,0.088,0.0,0.296,0.0,0.0922063117472144,0.0,0.2997680097835387,0.0
000905.SH,2026-03-25,7767.6655,500,0.046,0.0,0.242,0.008,0.045318187264508564,0.0,0.2244710212552808,0.006049757904271457
000905.SH,2026-03-26,7642.1304,500,0.11,0.0,0.222,0.012,0.10331586719648203,0.0,0.19798208072809587,0.010669573125314141
000905.SH,2026-03-27,7737.6143,499,0.004008016032064128,0.006012024048096192,0.014028056112224449,0.012024048096192385,0.0022217106720161103,0.004323328927670369,0.010818330194520255,0.00673518598772876
000905.SH,2026-03-30,7753.7236,499,0.002004008016032064,0.002004008016032064,0.02404809619238477,0.002004008016032064,0.002241726199015118,0.0014411095928479765,0.0262702280838334,0.0014411095928479765
000905.SH,2026-03-31,7617.326,499,0.008016032064128256,0.0,0.02404809619238477,0.0,0.0061954520844960505,0.0,0.02351068934334008,0.0
000905.SH,2026-04-01,7750.0923,499,0.006012024048096192,0.0,0.01002004008016032,0.006012024048096192,0.010128913363971849,0.0,0.013902233842723079,0.0064656898441830465
000905.SH,2026-04-02,7605.293,499,0.002004008016032064,0.0,0.01002004008016032,0.036072144288577156,0.0011309952533672689,0.0,0.007526623450626174,0.04487949404148905
000905.SH,2026-04-03,7534.938,499,0.002004008016032064,0.002004008016032064,0.02004008016032064,0.03406813627254509,0.0026423252253839607,0.0007806870187465598,0.01885659386403229,0.04212707185714266
000905.SH,2026-04-07,7571.111,499,0.002004008016032064,0.01603206412825651,0.02404809619238477,0.06012024048096192,0.001691488503331832,0.02452157925716392,0.031007286608223255,0.06568780582524489
000905.SH,2026-04-08,7945.153,499,0.01002004008016032,0.008016032064128256,0.06613226452905811,0.03206412825651302,0.01043918643569713,0.00742653524510189,0.05513852187129961,0.03035671409260112
000905.SH,2026-04-09,7898.633,499,0.002004008016032064,0.01603206412825651,0.05811623246492986,0.01603206412825651,0.003993514172961798,0.018466250541087584,0.04562014567362589,0.018466250541087584
000905.SH,2026-04-10,7969.3647,499,0.01002004008016032,0.0,0.01603206412825651,0.03006012024048096,0.004744174856822501,0.0,0.01608415402366676,0.03776323156982672
000905.SH,2026-04-13,7967.697,500,0.0,0.0,0.012,0.026,0.0,0.0,0.009711262448250199,0.03418444401885351
000905.SH,2026-04-14,8088.569,500,0.0,0.018,0.022,0.046,0.0,0.022202886158910497,0.018532409093662307,0.05804754578946164
000905.SH,2026-04-15,8044.077,500,0.002,0.0,0.008,0.06,0.0023403042074859374,0.0,0.0063108204380100804,0.08696130497932762
000905.SH,2026-04-16,8180.0815,500,0.002,0.018,0.008,0.268,0.0018502405505002879,0.021672817294791154,0.005590726858634558,0.3292728047595863
000905.SH,2026-04-17,8214.194,500,0.002,0.032,0.008,0.272,0.0011101443303001728,0.0544670808314706,0.004780621544579351,0.33809395200112236
000905.SH,2026-04-20,8290.022,500,0.004,0.162,0.01,0.228,0.002630341977834098,0.19227499517312296,0.007160930959198983,0.25571324193458167
000905.SH,2026-04-21,8270.326,500,0.002,0.028,0.03,0.06,0.00104013523644508,0.03428445722297648,0.02297298630308976,0.06552851848024568
000905.SH,2026-04-22,8376.181,500,0.002,0.022,0.042,0.03,0.0006900896926541235,0.016822186507325726,0.030503965297873307,0.029333813007841606
000905.SH,2026-04-23,8295.207,500,0.022,0.006,0.04,0.048,0.01673217495893477,0.011081440513146149,0.031394081249742384,0.045715942981851616
000905.SH,2026-04-24,8247.876,500,0.014,0.002,0.03,0.04,0.009791272937033082,0.0014301859873697314,0.024233150514089877,0.03324432161395394
000905.SH,2026-04-27,8299.049,500,0.002,0.02,0.038,0.054,0.002560332958494498,0.015962074889271004,0.02982387722369345,0.0604178547033394
000905.SH,2026-04-28,8203.961,500,0.01,0.006,0.096,0.042,0.007831018011028512,0.004020522758070135,0.08850150571477909,0.04865632581795142
000905.SH,2026-04-29,8342.422,500,0.012,0.014,0.088,0.044,0.00923119996264586,0.012821666986204128,0.0807504978944715,0.04379569378458919
000905.SH,2026-04-30,8349.508,500,0.02,0.01,0.08,0.032,0.016728327298057087,0.010168982985566516,0.07119288096229275,0.037956204441390244
000905.SH,2026-05-06,8588.439,500,0.022,0.01,0.064,0.036,0.015298470367918902,0.016178382296273802,0.05111488888702777,0.05139486067459942
000905.SH,2026-05-07,8696.799,500,0.0,0.006,0.018,0.038,0.0,0.0074092591797950014,0.01657834206730309,0.05890410998339763
000905.SH,2026-05-08,8694.171,500,0.006,0.004,0.026,0.044,0.0033196680886492013,0.008319168243698728,0.017328267066348553,0.061403859856051915
000905.SH,2026-05-11,8839.741,500,0.008,0.01,0.022,0.064,0.008069192995689053,0.011858814295812065,0.01688831117666946,0.07151284886851421
000905.SH,2026-05-12,8785.9795,500,0.01,0.02,0.018,0.102,0.004759523964639187,0.028537146343121655,0.009969003174550227,0.12148785200581738
000905.SH,2026-05-13,8918.239,500,0.002,0.012,0.028,0.13,0.0027197281713610224,0.011418858070890369,0.022427757462148826,0.1457054307209691
000905.SH,2026-05-14,8670.157,500,0.006,0.028,0.038,0.11,0.0024897510385500175,0.037976202556588914,0.029477052281829962,0.12082791709107257
000905.SH,2026-05-15,8536.345,500,0.02,0.01,0.06,0.054,0.017218278252237786,0.012398760128248481,0.052934706530595906,0.0632836712864784
000905.SH,2026-05-18,8554.237,500,0.008,0.02,0.1,0.042,0.006839315988314691,0.021657834124409626,0.11262873688670524,0.049715028012212246
000905.SH,2026-05-19,8627.946,500,0.024,0.012,0.096,0.02,0.022557744242461552,0.01431856793806901,0.1102589737571145,0.021187880987434172
000905.SH,2026-05-20,8656.307,500,0.044,0.002,0.156,0.01,0.053684631417893834,0.002349765014392068,0.1687131288304829,0.010788920980804185
000905.SH,2026-05-21,8419.837,500,0.006,0.002,0.164,0.008,0.007999199890487134,0.002069793040574525,0.1545745425882315,0.010808918947006143
000905.SH,2026-05-22,8576.94,500,0.092,0.002,0.288,0.008,0.09371062938409791,0.003919607931439024,0.25274472610869664,0.008959103832646576
000905.SH,2026-05-25,8703.89,500,0.048,0.0,0.232,0.014,0.03736626306021291,0.0,0.17948205130497205,0.010398960081128342
000905.SH,2026-05-26,8658.619,500,0.104,0.004,0.166,0.028,0.07864213592549495,0.0025297470082031107,0.13265673432583416,0.028527147397269855
000905.SH,2026-05-27,8530.98,500,0.04,0.006,0.068,0.036,0.03388661096257921,0.004609538994629437,0.06340365951205569,0.03892610762739491
000905.SH,2026-05-28,8563.222,500,0.012,0.006,0.038,0.046,0.009009099157892428,0.008709129143374572,0.038366163642510644,0.06021397859483558
000905.SH,2026-05-29,8359.56,500,0.014,0.008,0.07,0.028,0.017498775400263105,0.011789174646053691,0.06325557227131935,0.04580679354706338
000905.SH,2026-06-01,8274.212,500,0.008,0.01,0.058,0.022,0.007479476312758409,0.01902866809108717,0.04627676052096636,0.031057825977368746
000905.SH,2026-06-02,8321.435,500,0.024,0.0,0.062,0.016,0.01824872256034655,0.0,0.05515613932913949,0.012489125651634132
000905.SH,2026-06-03,8362.156,500,0.018,0.008,0.08,0.04,0.014608977457979257,0.007729458873287603,0.10105292634916141,0.027298088994135442
000905.SH,2026-06-04,8356.744,500,0.018,0.006,0.072,0.034,0.01854870179688288,0.00387972837984547,0.06771525996213072,0.027558070949466537
000905.SH,2026-06-05,8251.141,500,0.016,0.004,0.08,0.01,0.0196786221971587,0.002559820856594473,0.07789454739220017,0.0088193827001138
000905.SH,2026-06-08,7963.453,500,0.03,0.004,0.128,0.01,0.020258582178629927,0.0032797703537763515,0.1306708532576658,0.020068595167405636
000905.SH,2026-06-09,8176.1787,500,0.028,0.0,0.104,0.012,0.030097893053707504,0.0,0.11582189159095098,0.02074854768138464
000905.SH,2026-06-10,8063.864,500,0.05,0.002,0.11,0.014,0.0522763403719043,0.014438989310859358,0.11300208956128162,0.03394762380790171
000905.SH,2026-06-11,8035.779,500,0.018,0.004,0.098,0.008,0.02687811813748517,0.002859799869629032,0.08783385139579025,0.012609117644251027
000905.SH,2026-06-12,8106.203,500,0.01,0.002,0.088,0.01,0.014668973230785932,0.005729599059559374,0.06805523603286875,0.019798614264276187
000905.SH,2026-06-15,8406.748,500,0.006,0.002,0.078,0.01,0.005379623296017085,0.004019718715062622,0.06376553652642757,0.011399201973809118
000905.SH,2026-06-16,8507.9795,500,0.02,0.002,0.046,0.018,0.011279210428195767,0.0038497304189415416,0.02859799813753589,0.015528912914183781
000905.SH,2026-06-17,8627.086,500,0.018,0.004,0.028,0.028,0.009659323705658732,0.0026598137616052047,0.019808613249324838,0.029047967141341568
000905.SH,2026-06-18,8673.09,500,0.002,0.008,0.02,0.038,0.0009599328119103534,0.006479546592145772,0.017458777858305796,0.051306409208200315
000905.SH,2026-06-22,8868.782,500,0.008,0.01,0.032,0.07,0.009189356731755752,0.01605887629414846,0.024598277914074707,0.11625186202865463
000905.SH,2026-06-23,8688.593,500,0.008,0.006,0.02,0.124,0.005799594078166768,0.014298999124643387,0.013489055632998837,0.183397161776619
000905.SH,2026-06-24,8842.9375,500,0.012,0.036,0.028,0.118,0.007689461554832069,0.06625536147040756,0.01779875389179353,0.19033667591061554
000905.SH,2026-06-25,8938.012,500,0.0,0.06,0.076,0.1,0.0,0.08422410477583102,0.05504614661957361,0.1585289032201669
000905.SH,2026-06-26,8703.565,500,0.016,0.01,0.102,0.044,0.010109292336961458,0.011329206955201723,0.0702650813494227,0.06545541793231933
000905.SH,2026-06-29,8821.095,500,0.054,0.016,0.198,0.028,0.04166708317463652,0.02899797031633325,0.12184147112549981,0.04079714450619002
000905.SH,2026-06-30,9031.379,500,0.024,0.01,0.182,0.022,0.010000900045388967,0.011341020652588777,0.0947285253133783,0.02726245351143576
000905.SH,2026-07-01,9028.933,500,0.07,0.002,0.156,0.012,0.0328029522643702,0.005660509294175571,0.1112900163481314,0.014761328333616718
000905.SH,2026-07-02,8694.176,500,0.008,0.008,0.044,0.02,0.007950715509073444,0.007800702076385276,0.045814123392750934,0.019831784966414693
000905.SH,2026-07-03,8745.261,500,0.016,0.002,0.03,0.02,0.013731235698424573,0.0013001169630558712,0.050434539019615546,0.01863167698332177
000905.SH,2026-07-06,8651.134,500,0.002,0.004,0.038,0.01,0.006020541830677221,0.0037503375309919586,0.07682691491950998,0.008320748891412629
000905.SH,2026-07-07,8508.788,500,0.012,0.004,0.048,0.02,0.03068276149051375,0.002600234075136767,0.09576861931599558,0.015391385011700813
000905.SH,2026-07-08,8390.02,500,0.024,0.0,0.044,0.014,0.04012361159831901,0.0,0.08019721822232521,0.009760878478575387
000905.SH,2026-07-09,8652.787,499,0.008016032064128256,0.004008016032064128,0.04809619238476954,0.04809619238476954,0.0102271697794411,0.0034593376288849552,0.08841423578365153,0.03026920506754876
000905.SH,2026-07-10,8503.971,499,0.008016032064128256,0.004008016032064128,0.056112224448897796,0.03206412825651302,0.025401997101846013,0.0031475951423751572,0.0955038670299606,0.021741535379959126
000905.SH,2026-07-13,8138.1445,499,0.03006012024048096,0.01603206412825651,0.06813627254509018,0.026052104208416832,0.04251767388474498,0.009684134496069521,0.08505546068827767,0.017618487427489282
000905.SH,2026-07-14,8275.938,499,0.01002004008016032,0.01002004008016032,0.09218436873747494,0.014028056112224449,0.017025170971017953,0.007934352931419763,0.09897326096839014,0.010870767446474501
000905.SH,2026-07-15,8147.5786,499,0.01002004008016032,0.0,0.15030060120240482,0.004008016032064128,0.006717551239692614,0.0,0.1437636387636376,0.002936414515054738
000905.SH,2026-07-16,7955.6636,500,0.058,0.004,0.166,0.008,0.0656059044542279,0.002920262781213198,0.1700853076983941,0.0054904940952998195
000905.SH,2026-07-17,7513.7627,500,0.064,0.0,0.11,0.004,0.05859527333445242,0.0,0.11949075425122783,0.002210198926609996
000905.SH,2026-07-20,7411.3135,500,0.03,0.002,0.074,0.024,0.0370133314049674,0.000820073829428712,0.12090088089105917,0.01203108277826065
000905.SH,2026-07-21,7800.6084,500,0.004,0.002,0.078,0.094,0.01464131773649121,0.0013901250971812837,0.1501535133049414,0.048834395135298955
000905.SH,2026-07-22,7751.6616,500,0.028,0.014,0.094,0.126,0.04465401868123939,0.006580592289848513,0.15756418008377487,0.062305607705631774
000905.SH,2026-07-23,7734.31,500,0.016,0.06,0.062,0.15,0.038263443915298054,0.030082707498967288,0.11357022199661367,0.07502675253505178
000905.SH,2026-07-24,7532.7007,500,0.012,0.016,0.032,0.03,0.015551399700045333,0.008950805755778004,0.04689422074146209,0.016371473603986556
000905.SH,2026-07-27,7720.5977,500,0.008,0.012,0.024,0.03,0.014391295323840094,0.006490584118466844,0.02954265880598358,0.018311647941939034
000905.SH,2026-07-28,7443.433,500,0.008,0.0,0.018,0.018,0.009930893789219908,0.0,0.03175285713649348,0.009510855842386735
000905.SH,2026-07-29,7524.5073,500,0.0,0.008,0.012,0.03,0.0,0.0040803671946746944,0.020481842889098788,0.021551939727278712
000905.SH,2026-07-30,7309.575,500,0.002,0.008,0.014,0.034,0.016621495346025066,0.004060365391230854,0.021761958160479586,0.024632216973298895
000905.SH,2026-07-31,7493.985,500,0.008,0.01,0.012,0.05,0.003900273095995329,0.011550808557894986,0.008290580518380653,0.04425309760907126
000905.SH,2026-08-03,7414.5225,500,0.0,0.006,0.02,0.038,0.0,0.006040422845500582,0.031152180793873517,0.03150220514773482
000905.SH,2026-08-04,7607.487,500,0.0,0.026,0.044,0.064,0.0,0.02097146797482499,0.07591531398367081,0.04052283664652502
000905.SH,2026-08-05,7809.2065,500,0.006,0.002,0.006,0.054,0.007310511642067599,0.002080145651197509,0.007310511642067599,0.03623253616641914
000905.SH,2026-08-06,7829.3613,500,0.0,0.012,0.0,0.08,0.0,0.008480593757143752,0.0,0.06883481827531597
000905.SH,2026-08-07,7980.1245,500,0.0,0.012,0.002,0.112,0.0,0.010280719537794903,0.0021801525562214377,0.11024771750167038
000905.SH,2026-08-10,8030.948,500,0.0,0.02,0.006,0.09,0.0,0.020111407555916,0.006550458388971114,0.09271649064364869
000905.SH,2026-08-11,7967.5386,500,0.002,0.022,0.006,0.074,0.0021801525562214377,0.017071195065107212,0.00734051365396596,0.07479523539561765
000905.SH,2026-08-12,8045.31,500,0.0,0.004,0.032,0.118,0.0,0.00282019746368039,0.023901673026580597,0.15183062755753102
000905.SH,2026-08-13,7968.381,500,0.002,0.018,0.082,0.096,0.0030602141549554538,0.013090916504701558,0.04941345870681578,0.13730961229608507
000905.SH,2026-08-14,7990.3276,500,0.026,0.032,0.1,0.066,0.01705119362449361,0.04378306457427282,0.06005420372858941,0.09233646338375677
000905.SH,2026-08-17,8184.6406,500,0.038,0.028,0.078,0.04,0.019411358587404812,0.04272299079238211,0.04949346432024815,0.05577390411781237
000905.SH,2026-08-18,8177.1763,500,0.016,0.002,0.048,0.014,0.009260648301831795,0.002600181914974843,0.037092596585328125,0.019071334879339288
000905.SH,2026-08-19,7783.4556,500,0.02,0.0,0.048,0.006,0.017121198517619177,0.0,0.04599321988750284,0.007640534816103876
000905.SH,2026-08-20,7850.4004,499,0.01002004008016032,0.004008016032064128,0.03206412825651302,0.008016032064128256,0.009004853480343739,0.005725803159839353,0.02938109204298126,0.008874493572685676
000932.SH,2020-01-23,15440.828,40,0.1,0.0,0.25,0.0,0.13883138726603042,0.0,0.21236212092596457,0.0
000932.SH,2020-02-03,14228.676,40,0.0,0.0,0.3,0.0,0.0,0.0,0.24991249354595196,0.0
000932.SH,2020-02-04,14610.398,40,0.15,0.0,0.425,0.0,0.07353073365993416,0.0,0.4621546174991237,0.0
000932.SH,2020-02-05,14845.29,40,0.15,0.0,0.325,0.0,0.1763817598860178,0.0,0.4075540732054032,0.0
000932.SH,2020-02-06,15254.298,40,0.1,0.0,0.325,0.0,0.20385204018692865,0.0,0.40862408950111245,0.0
000932.SH,2020-02-07,15381.328,40,0.0,0.0,0.075,0.0,0.0,0.0,0.023870238942503178,0.0
000932.SH,2020-02-10,15573.786,40,0.025,0.0,0.025,0.025,0.011910118947068199,0.0,0.011910118947068199,0.005360053733361652
000932.SH,2020-02-11,15714.011,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000932.SH,2020-02-12,15777.158,40,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.02094021041030291
000932.SH,2020-02-13,15682.952,40,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.02094021041030291
000932.SH,2020-02-14,15822.6,40,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.25305252877609447
000932.SH,2020-02-17,16055.392,40,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.28754287755898045
000932.SH,2020-02-18,15980.074,40,0.0,0.125,0.0,0.3,0.0,0.11332113575261504,0.0,0.2713227149732048
000932.SH,2020-02-19,16165.0205,40,0.0,0.125,0.0,0.15,0.0,0.14280142681571106,0.0,0.14603145925390237
000932.SH,2020-02-20,16486.441,40,0.0,0.025,0.0,0.025,0.0,0.003230032438191304,0.0,0.003230032438191304
000932.SH,2020-02-21,16398.988,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000932.SH,2020-02-24,16237.818,40,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.021050210690131632
000932.SH,2020-02-25,16201.36,40,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.009530095539339103
000932.SH,2020-02-26,16082.27,40,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.008730087557243674
000932.SH,2020-02-27,16282.464,40,0.0,0.0,0.025,0.025,0.0,0.0,0.01197011996668737,0.009990100028460132
000932.SH,2020-02-28,15660.176,40,0.0,0.0,0.025,0.025,0.0,0.0,0.010859999648585916,0.006190000171817839
000932.SH,2020-03-02,16095.612,40,0.025,0.0,0.075,0.0,0.010859999648585916,0.0,0.02485999999578297,0.0
000932.SH,2020-03-03,16279.984,40,0.0,0.0,0.1,0.0,0.0,0.0,0.0741800008161515,0.0
000932.SH,2020-03-04,16530.932,40,0.0,0.0,0.125,0.0,0.0,0.0,0.07668000081428886,0.0
000932.SH,2020-03-05,17247.094,40,0.025,0.0,0.025,0.025,0.023859999162063,0.0,0.023859999162063,0.003600000140368938
000932.SH,2020-03-06,16976.314,40,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.013840000023066998
000932.SH,2020-03-09,16496.87,40,0.0,0.025,0.0,0.05,0.0,0.003600000140368938,0.0,0.012409999957375229
000932.SH,2020-03-10,16791.86,40,0.0,0.025,0.0,0.05,0.0,0.00880999981700629,0.0,0.14712999750142544
000932.SH,2020-03-11,16732.385,40,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.02425999997238815
000932.SH,2020-03-12,16264.514,40,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.02425999997238815
000932.SH,2020-03-13,16054.599,40,0.0,0.075,0.0,0.075,0.0,0.02425999997238815,0.0,0.02425999997238815
000932.SH,2020-03-16,15345.726,40,0.0,0.0,0.05,0.0,0.0,0.0,0.044200001624077556,0.0
000932.SH,2020-03-17,15196.72,40,0.0,0.0,0.325,0.0,0.0,0.0,0.23194000316266716,0.0
000932.SH,2020-03-18,15062.936,40,0.05,0.0,0.4,0.0,0.044200001624077556,0.0,0.33326999937499313,0.0
000932.SH,2020-03-19,14897.388,40,0.275,0.0,0.525,0.0,0.1877400015385896,0.0,0.674609996322833,0.0
000932.SH,2020-03-20,15226.551,40,0.025,0.0,0.15,0.0,0.010820000163599849,0.0,0.3060899969144985,0.0
000932.SH,2020-03-23,14818.461,40,0.1,0.0,0.1,0.0,0.2916699966105297,0.0,0.2916699966105297,0.0
000932.SH,2020-03-24,15319.178,40,0.0,0.0,0.05,0.0,0.0,0.0,0.017880000458747148,0.0
000932.SH,2020-03-25,15661.188,40,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.006710000033147633
000932.SH,2020-03-26,15672.298,40,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.010150000147409736
000932.SH,2020-03-27,15761.263,40,0.0,0.025,0.0,0.05,0.0,0.006710000033147633,0.0,0.010150000147409736
000932.SH,2020-03-30,15750.968,40,0.0,0.025,0.0,0.2,0.0,0.003440000114262104,0.0,0.12890000214509667
000932.SH,2020-03-31,16411.316,40,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.15574467339138207
000932.SH,2020-04-01,16196.942,40,0.0,0.15,0.0,0.475,0.0,0.14421432736630363,0.0,0.6239787223271227
000932.SH,2020-04-02,16332.284,40,0.0,0.025,0.0,0.325,0.0,0.004110123488302794,0.0,0.46315389570983273
000932.SH,2020-04-03,16450.44,40,0.0,0.2,0.0,0.25,0.0,0.4257527731159379,0.0,0.47619428549573445
000932.SH,2020-04-07,17033.842,40,0.0,0.025,0.0,0.05,0.0,0.005680170661683823,0.0,0.05044151237979657
000932.SH,2020-04-08,16832.219,40,0.0,0.025,0.0,0.025,0.0,0.044761341718112746,0.0,0.044761341718112746
